request_id,user_id,exp_count,click_count,conv_count,recent_clicks,avg_click_interval,last_click_gap,click_freq_last_hour
req003701,u2299,2,0,0,0,-1.0,-1.0,0
req004887,u2299,3,0,0,0,-1.0,-1.0,0
req004888,u2299,4,0,0,0,-1.0,-1.0,0
req003406,u2301,1,0,0,0,-1.0,-1.0,0
req004324,u2302,1,0,0,0,-1.0,-1.0,0
req000876,u2303,1,0,0,0,-1.0,-1.0,0
req001255,u2303,2,0,0,0,-1.0,-1.0,0
req001268,u2303,3,0,0,0,-1.0,-1.0,0
req002448,u2303,4,0,0,0,-1.0,-1.0,0
req005384,u2303,5,0,0,0,-1.0,-1.0,0
req000922,u2304,1,0,0,0,-1.0,-1.0,0
req004949,u2304,2,0,0,0,-1.0,-1.0,0
req005556,u2304,3,0,0,0,-1.0,-1.0,0
req006700,u2307,1,0,0,0,-1.0,-1.0,0
req007283,u2307,2,0,0,0,-1.0,-1.0,0
req003226,u2310,1,0,0,0,-1.0,-1.0,0
req006018,u2310,2,0,0,0,-1.0,-1.0,0
req004925,u2313,1,0,0,0,-1.0,-1.0,0
req000390,u2314,1,0,0,0,-1.0,-1.0,0
req000823,u2315,1,0,0,0,-1.0,-1.0,0
req003965,u2316,1,0,0,0,-1.0,-1.0,0
req009569,u2317,1,0,0,0,-1.0,-1.0,0
req008235,u2319,1,0,0,0,-1.0,-1.0,0
req000426,u2320,1,0,0,0,-1.0,-1.0,0
req000059,u2321,1,1,0,0,-1.0,-1.0,0
req005496,u2321,2,1,0,1,5437.0,5437.0,0
req007888,u2321,3,2,0,1,7829.0,7829.0,0
req000884,u2322,1,0,0,0,-1.0,-1.0,0
req004253,u2324,1,0,0,0,-1.0,-1.0,0
req008936,u2324,2,1,1,0,-1.0,-1.0,0
req002768,u2325,1,0,0,0,-1.0,-1.0,0
req003424,u2325,2,0,0,0,-1.0,-1.0,0
req004179,u2325,3,0,0,0,-1.0,-1.0,0
req002294,u2328,1,0,0,0,-1.0,-1.0,0
req002869,u2328,2,0,0,0,-1.0,-1.0,0
req006131,u2330,1,0,0,0,-1.0,-1.0,0
req008346,u2330,2,0,0,0,-1.0,-1.0,0
req009711,u2331,1,0,0,0,-1.0,-1.0,0
req005353,u2332,1,0,0,0,-1.0,-1.0,0
req007964,u2333,1,0,0,0,-1.0,-1.0,0
req000588,u2334,1,0,0,0,-1.0,-1.0,0
req009498,u2336,1,0,0,0,-1.0,-1.0,0
req004352,u2338,1,0,0,0,-1.0,-1.0,0
req001408,u2339,1,0,0,0,-1.0,-1.0,0
req004203,u2339,2,0,0,0,-1.0,-1.0,0
req003540,u2341,1,0,0,0,-1.0,-1.0,0
req008259,u2342,1,0,0,0,-1.0,-1.0,0
req006290,u2343,1,1,0,0,-1.0,-1.0,0
req009264,u2343,2,1,0,1,2974.0,2974.0,1
req002536,u2344,1,0,0,0,-1.0,-1.0,0
req004787,u2344,2,0,0,0,-1.0,-1.0,0
req005386,u2344,3,0,0,0,-1.0,-1.0,0
req002819,u2348,1,0,0,0,-1.0,-1.0,0
req003144,u2349,1,1,1,0,-1.0,-1.0,0
req003513,u2349,2,1,1,1,369.0,369.0,1
req000996,u2350,1,0,0,0,-1.0,-1.0,0
req006764,u2350,2,0,0,0,-1.0,-1.0,0
req004988,u2353,1,0,0,0,-1.0,-1.0,0
req007689,u2353,2,0,0,0,-1.0,-1.0,0
req008153,u2355,1,0,0,0,-1.0,-1.0,0
req002489,u2356,1,0,0,0,-1.0,-1.0,0
req005368,u2356,2,0,0,0,-1.0,-1.0,0
req007398,u2356,3,0,0,0,-1.0,-1.0,0
req009369,u2357,1,0,0,0,-1.0,-1.0,0
req006967,u2358,1,1,0,0,-1.0,-1.0,0
req000147,u2359,1,0,0,0,-1.0,-1.0,0
req004063,u2359,2,0,0,0,-1.0,-1.0,0
req003757,u2360,1,0,0,0,-1.0,-1.0,0
req004149,u2360,2,0,0,0,-1.0,-1.0,0
req009414,u2361,1,0,0,0,-1.0,-1.0,0
req004139,u2362,1,0,0,0,-1.0,-1.0,0
req004344,u2362,2,1,0,0,-1.0,-1.0,0
req005752,u2363,1,0,0,0,-1.0,-1.0,0
req003236,u2364,1,1,0,0,-1.0,-1.0,0
req007744,u2364,2,1,0,1,4508.0,4508.0,0
req008635,u2364,3,1,0,1,5399.0,5399.0,0
req005091,u2365,1,0,0,0,-1.0,-1.0,0
req004031,u2366,1,0,0,0,-1.0,-1.0,0
req006884,u2366,2,0,0,0,-1.0,-1.0,0
req001854,u2368,1,0,0,0,-1.0,-1.0,0
req001937,u2368,2,1,0,0,-1.0,-1.0,0
req009659,u2368,3,1,0,1,7722.0,7722.0,0
req008375,u2369,1,1,0,0,-1.0,-1.0,0
req004029,u2371,1,0,0,0,-1.0,-1.0,0
req001225,u2372,1,0,0,0,-1.0,-1.0,0
req001341,u2372,2,0,0,0,-1.0,-1.0,0
req002195,u2372,3,0,0,0,-1.0,-1.0,0
req009600,u2372,4,0,0,0,-1.0,-1.0,0
req005751,u2373,1,0,0,0,-1.0,-1.0,0
req009779,u2373,2,0,0,0,-1.0,-1.0,0
req003729,u2374,1,0,0,0,-1.0,-1.0,0
req009931,u2376,1,1,0,0,-1.0,-1.0,0
req001496,u2377,1,0,0,0,-1.0,-1.0,0
req008313,u2378,1,0,0,0,-1.0,-1.0,0
req001918,u2380,1,0,0,0,-1.0,-1.0,0
req003773,u2380,2,1,0,0,-1.0,-1.0,0
req006577,u2380,3,1,0,1,2804.0,2804.0,1
req008812,u2380,4,1,0,1,5039.0,5039.0,0
req007403,u2381,1,0,0,0,-1.0,-1.0,0
req001586,u2382,1,0,0,0,-1.0,-1.0,0
req001582,u2389,1,1,0,0,-1.0,-1.0,0
req003142,u2390,1,0,0,0,-1.0,-1.0,0
req003330,u2390,2,1,0,0,-1.0,-1.0,0
req003639,u2391,1,0,0,0,-1.0,-1.0,0
req007922,u2393,1,0,0,0,-1.0,-1.0,0
req003167,u2394,1,0,0,0,-1.0,-1.0,0
req009397,u2394,2,0,0,0,-1.0,-1.0,0
req005426,u2395,1,0,0,0,-1.0,-1.0,0
req008885,u2395,2,0,0,0,-1.0,-1.0,0
req006733,u2397,1,0,0,0,-1.0,-1.0,0
req004583,u2398,1,0,0,0,-1.0,-1.0,0
req004278,u2399,1,0,0,0,-1.0,-1.0,0
req004671,u2399,2,0,0,0,-1.0,-1.0,0
req005300,u2399,3,0,0,0,-1.0,-1.0,0
req000207,u2401,1,0,0,0,-1.0,-1.0,0
req005100,u2401,2,0,0,0,-1.0,-1.0,0
req008118,u2401,3,0,0,0,-1.0,-1.0,0
req009490,u2403,1,0,0,0,-1.0,-1.0,0
req003599,u2405,1,0,0,0,-1.0,-1.0,0
req001481,u2406,1,0,0,0,-1.0,-1.0,0
req007758,u2406,2,0,0,0,-1.0,-1.0,0
req009347,u2406,3,0,0,0,-1.0,-1.0,0
req008034,u2412,1,0,0,0,-1.0,-1.0,0
req002315,u2414,1,0,0,0,-1.0,-1.0,0
req006646,u2414,2,0,0,0,-1.0,-1.0,0
req000284,u2415,1,0,0,0,-1.0,-1.0,0
req004180,u2415,2,0,0,0,-1.0,-1.0,0
req008609,u2415,3,0,0,0,-1.0,-1.0,0
req002103,u2416,1,0,0,0,-1.0,-1.0,0
req000499,u2417,1,0,0,0,-1.0,-1.0,0
req002090,u2419,1,0,0,0,-1.0,-1.0,0
req001607,u2420,1,0,0,0,-1.0,-1.0,0
req004119,u2422,1,0,0,0,-1.0,-1.0,0
req006198,u2422,2,1,1,0,-1.0,-1.0,0
req007924,u2422,3,1,1,1,1726.0,1726.0,1
req001104,u2423,1,0,0,0,-1.0,-1.0,0
req001800,u2423,2,0,0,0,-1.0,-1.0,0
req005526,u2425,1,0,0,0,-1.0,-1.0,0
req009308,u2426,1,0,0,0,-1.0,-1.0,0
req002662,u2427,1,0,0,0,-1.0,-1.0,0
req008974,u2427,2,0,0,0,-1.0,-1.0,0
req002007,u2428,1,0,0,0,-1.0,-1.0,0
req003207,u2430,1,0,0,0,-1.0,-1.0,0
req005299,u2430,2,0,0,0,-1.0,-1.0,0
req002054,u2431,1,1,0,0,-1.0,-1.0,0
req006701,u2431,2,1,0,1,4647.0,4647.0,0
req009194,u2433,1,0,0,0,-1.0,-1.0,0
req006371,u2435,1,0,0,0,-1.0,-1.0,0
req001242,u2436,1,0,0,0,-1.0,-1.0,0
req009298,u2436,2,0,0,0,-1.0,-1.0,0
req004955,u2438,1,0,0,0,-1.0,-1.0,0
req009062,u2438,2,0,0,0,-1.0,-1.0,0
req000083,u2442,1,0,0,0,-1.0,-1.0,0
req000360,u2443,1,0,0,0,-1.0,-1.0,0
req004699,u2443,2,0,0,0,-1.0,-1.0,0
req005871,u2443,3,0,0,0,-1.0,-1.0,0
req002135,u2444,1,1,0,0,-1.0,-1.0,0
req003846,u2444,2,1,0,1,1711.0,1711.0,1
req006449,u2445,1,0,0,0,-1.0,-1.0,0
req000559,u2448,1,0,0,0,-1.0,-1.0,0
req002235,u2448,2,0,0,0,-1.0,-1.0,0
req002773,u2448,3,0,0,0,-1.0,-1.0,0
req008726,u2448,4,0,0,0,-1.0,-1.0,0
req000512,u2450,1,0,0,0,-1.0,-1.0,0
req003193,u2452,1,0,0,0,-1.0,-1.0,0
req009820,u2452,2,0,0,0,-1.0,-1.0,0
req000282,u2453,1,0,0,0,-1.0,-1.0,0
req007288,u2453,2,0,0,0,-1.0,-1.0,0
req001598,u2454,1,0,0,0,-1.0,-1.0,0
req007688,u2455,1,1,0,0,-1.0,-1.0,0
req004542,u2457,1,0,0,0,-1.0,-1.0,0
req003415,u2458,1,0,0,0,-1.0,-1.0,0
req001198,u2461,1,0,0,0,-1.0,-1.0,0
req002201,u2462,1,0,0,0,-1.0,-1.0,0
req009053,u2462,2,0,0,0,-1.0,-1.0,0
req000755,u2463,1,0,0,0,-1.0,-1.0,0
req000495,u2464,1,0,0,0,-1.0,-1.0,0
req008534,u2468,1,0,0,0,-1.0,-1.0,0
req005961,u2470,1,0,0,0,-1.0,-1.0,0
req007680,u2470,2,0,0,0,-1.0,-1.0,0
req007956,u2470,3,0,0,0,-1.0,-1.0,0
req008264,u2470,4,0,0,0,-1.0,-1.0,0
req009472,u2471,1,0,0,0,-1.0,-1.0,0
req000273,u2472,1,1,0,0,-1.0,-1.0,0
req005787,u2472,2,1,0,1,5514.0,5514.0,0
req005792,u2473,1,0,0,0,-1.0,-1.0,0
req000807,u2475,1,0,0,0,-1.0,-1.0,0
req005393,u2475,2,0,0,0,-1.0,-1.0,0
req003683,u2476,1,0,0,0,-1.0,-1.0,0
req006210,u2476,2,0,0,0,-1.0,-1.0,0
req003820,u2477,1,0,0,0,-1.0,-1.0,0
req005714,u2477,2,1,0,0,-1.0,-1.0,0
req001243,u2479,1,1,0,0,-1.0,-1.0,0
req008048,u2482,1,0,0,0,-1.0,-1.0,0
req004649,u2483,1,0,0,0,-1.0,-1.0,0
req001059,u2485,1,0,0,0,-1.0,-1.0,0
req009871,u2485,2,0,0,0,-1.0,-1.0,0
req004861,u2487,1,0,0,0,-1.0,-1.0,0
req008339,u2489,1,0,0,0,-1.0,-1.0,0
req009070,u2490,1,1,0,0,-1.0,-1.0,0
req008097,u2491,1,0,0,0,-1.0,-1.0,0
req008003,u2492,1,0,0,0,-1.0,-1.0,0
req000942,u2493,1,0,0,0,-1.0,-1.0,0
req005799,u2493,2,0,0,0,-1.0,-1.0,0
req008628,u2493,3,0,0,0,-1.0,-1.0,0
req006822,u2495,1,0,0,0,-1.0,-1.0,0
req006058,u2496,1,0,0,0,-1.0,-1.0,0
req009550,u2496,2,1,0,0,-1.0,-1.0,0
req005880,u2498,1,0,0,0,-1.0,-1.0,0
req006299,u2498,2,0,0,0,-1.0,-1.0,0
req009727,u2498,3,0,0,0,-1.0,-1.0,0
req000103,u2499,1,0,0,0,-1.0,-1.0,0
req000803,u2500,1,0,0,0,-1.0,-1.0,0
req000843,u2500,2,0,0,0,-1.0,-1.0,0
req007386,u2501,1,0,0,0,-1.0,-1.0,0
req008913,u2501,2,0,0,0,-1.0,-1.0,0
req000694,u2502,1,0,0,0,-1.0,-1.0,0
req006839,u2502,2,0,0,0,-1.0,-1.0,0
req001880,u2503,1,0,0,0,-1.0,-1.0,0
req001590,u2504,1,0,0,0,-1.0,-1.0,0
req001258,u2505,1,0,0,0,-1.0,-1.0,0
req007560,u2505,2,0,0,0,-1.0,-1.0,0
req004540,u2508,1,0,0,0,-1.0,-1.0,0
req009094,u2509,1,1,1,0,-1.0,-1.0,0
req005102,u2511,1,0,0,0,-1.0,-1.0,0
req005447,u2511,2,0,0,0,-1.0,-1.0,0
req008843,u2511,3,0,0,0,-1.0,-1.0,0
req001700,u2512,1,0,0,0,-1.0,-1.0,0
req000833,u2513,1,0,0,0,-1.0,-1.0,0
req004094,u2513,2,0,0,0,-1.0,-1.0,0
req007138,u2517,1,0,0,0,-1.0,-1.0,0
req002914,u2518,1,0,0,0,-1.0,-1.0,0
req000778,u2519,1,0,0,0,-1.0,-1.0,0
req003815,u2519,2,0,0,0,-1.0,-1.0,0
req005985,u2519,3,0,0,0,-1.0,-1.0,0
req002837,u2520,1,0,0,0,-1.0,-1.0,0
req008196,u2520,2,0,0,0,-1.0,-1.0,0
req009875,u2522,1,1,0,0,-1.0,-1.0,0
req002758,u2523,1,0,0,0,-1.0,-1.0,0
req008751,u2523,2,0,0,0,-1.0,-1.0,0
req002688,u2524,1,0,0,0,-1.0,-1.0,0
req005883,u2524,2,0,0,0,-1.0,-1.0,0
req001584,u2525,1,0,0,0,-1.0,-1.0,0
req006981,u2525,2,1,0,0,-1.0,-1.0,0
req004221,u2526,1,0,0,0,-1.0,-1.0,0
req005872,u2526,2,0,0,0,-1.0,-1.0,0
req003269,u2527,1,0,0,0,-1.0,-1.0,0
req005904,u2527,2,1,0,0,-1.0,-1.0,0
req009746,u2529,1,0,0,0,-1.0,-1.0,0
req002612,u2530,1,1,0,0,-1.0,-1.0,0
req004840,u2532,1,0,0,0,-1.0,-1.0,0
req005035,u2532,2,0,0,0,-1.0,-1.0,0
req003945,u2533,1,1,0,0,-1.0,-1.0,0
req004117,u2533,2,1,0,1,172.0,172.0,1
req005000,u2533,3,1,0,1,1055.0,1055.0,1
req006090,u2535,1,0,0,0,-1.0,-1.0,0
req005828,u2536,1,0,0,0,-1.0,-1.0,0
req002852,u2538,1,0,0,0,-1.0,-1.0,0
req005002,u2539,1,0,0,0,-1.0,-1.0,0
req005089,u2539,2,0,0,0,-1.0,-1.0,0
req001448,u2541,1,0,0,0,-1.0,-1.0,0
req003118,u2542,1,0,0,0,-1.0,-1.0,0
req008240,u2542,2,0,0,0,-1.0,-1.0,0
req006308,u2543,1,0,0,0,-1.0,-1.0,0
req006705,u2544,1,0,0,0,-1.0,-1.0,0
req009005,u2545,1,0,0,0,-1.0,-1.0,0
req004287,u2548,1,0,0,0,-1.0,-1.0,0
req001656,u2549,1,0,0,0,-1.0,-1.0,0
req005407,u2549,2,0,0,0,-1.0,-1.0,0
req009266,u2550,1,0,0,0,-1.0,-1.0,0
req009497,u2550,2,1,1,0,-1.0,-1.0,0
req009822,u2550,3,1,1,1,325.0,325.0,1
req003264,u2551,1,0,0,0,-1.0,-1.0,0
req008654,u2551,2,0,0,0,-1.0,-1.0,0
req007365,u2552,1,0,0,0,-1.0,-1.0,0
req000672,u2555,1,1,0,0,-1.0,-1.0,0
req003214,u2558,1,0,0,0,-1.0,-1.0,0
req000698,u2560,1,0,0,0,-1.0,-1.0,0
req001741,u2560,2,0,0,0,-1.0,-1.0,0
req004725,u2561,1,0,0,0,-1.0,-1.0,0
req007509,u2561,2,0,0,0,-1.0,-1.0,0
req000359,u2564,1,0,0,0,-1.0,-1.0,0
req004745,u2564,2,0,0,0,-1.0,-1.0,0
req006314,u2564,3,0,0,0,-1.0,-1.0,0
req007591,u2564,4,0,0,0,-1.0,-1.0,0
req005382,u2565,1,0,0,0,-1.0,-1.0,0
req008277,u2565,2,0,0,0,-1.0,-1.0,0
req003397,u2569,1,0,0,0,-1.0,-1.0,0
req005657,u2570,1,0,0,0,-1.0,-1.0,0
req001122,u2571,1,0,0,0,-1.0,-1.0,0
req004730,u2571,2,0,0,0,-1.0,-1.0,0
req008528,u2571,3,0,0,0,-1.0,-1.0,0
req003105,u2572,1,0,0,0,-1.0,-1.0,0
req001734,u2574,1,0,0,0,-1.0,-1.0,0
req003066,u2574,2,0,0,0,-1.0,-1.0,0
req000593,u2577,1,0,0,0,-1.0,-1.0,0
req002061,u2578,1,1,0,0,-1.0,-1.0,0
req002992,u2579,1,0,0,0,-1.0,-1.0,0
req000070,u2580,1,0,0,0,-1.0,-1.0,0
req002530,u2580,2,0,0,0,-1.0,-1.0,0
req009150,u2580,3,0,0,0,-1.0,-1.0,0
req000691,u2581,1,0,0,0,-1.0,-1.0,0
req001205,u2582,1,0,0,0,-1.0,-1.0,0
req002673,u2583,1,0,0,0,-1.0,-1.0,0
req003691,u2583,2,0,0,0,-1.0,-1.0,0
req002474,u2584,1,0,0,0,-1.0,-1.0,0
req000725,u2585,1,0,0,0,-1.0,-1.0,0
req006788,u2586,1,0,0,0,-1.0,-1.0,0
req001665,u2587,1,0,0,0,-1.0,-1.0,0
req005246,u2587,2,0,0,0,-1.0,-1.0,0
req000305,u2588,1,0,0,0,-1.0,-1.0,0
req005092,u2588,2,0,0,0,-1.0,-1.0,0
req007103,u2588,3,0,0,0,-1.0,-1.0,0
req005940,u2589,1,0,0,0,-1.0,-1.0,0
req005298,u2591,1,0,0,0,-1.0,-1.0,0
req005937,u2592,1,0,0,0,-1.0,-1.0,0
req008493,u2592,2,0,0,0,-1.0,-1.0,0
req000366,u2593,1,0,0,0,-1.0,-1.0,0
req005690,u2593,2,0,0,0,-1.0,-1.0,0
req000472,u2594,1,0,0,0,-1.0,-1.0,0
req000560,u2595,1,0,0,0,-1.0,-1.0,0
req004289,u2595,2,0,0,0,-1.0,-1.0,0
req008565,u2595,3,0,0,0,-1.0,-1.0,0
req000874,u2597,1,0,0,0,-1.0,-1.0,0
req002397,u2597,2,0,0,0,-1.0,-1.0,0
req007760,u2597,3,1,1,0,-1.0,-1.0,0
req009673,u2597,4,1,1,1,1913.0,1913.0,1
req005239,u2599,1,0,0,0,-1.0,-1.0,0
req002119,u2600,1,1,0,0,-1.0,-1.0,0
req002124,u2600,2,1,0,1,5.0,5.0,1
req005182,u2600,3,1,0,1,3063.0,3063.0,1
req002477,u2601,1,0,0,0,-1.0,-1.0,0
req004214,u2601,2,0,0,0,-1.0,-1.0,0
req001805,u2603,1,0,0,0,-1.0,-1.0,0
req002582,u2603,2,1,0,0,-1.0,-1.0,0
req002945,u2606,1,0,0,0,-1.0,-1.0,0
req005479,u2607,1,0,0,0,-1.0,-1.0,0
req007240,u2607,2,0,0,0,-1.0,-1.0,0
req006270,u2608,1,0,0,0,-1.0,-1.0,0
req007339,u2612,1,0,0,0,-1.0,-1.0,0
req008239,u2612,2,0,0,0,-1.0,-1.0,0
req002005,u2613,1,0,0,0,-1.0,-1.0,0
req006942,u2613,2,0,0,0,-1.0,-1.0,0
req001544,u2615,1,0,0,0,-1.0,-1.0,0
req004176,u2615,2,0,0,0,-1.0,-1.0,0
req009945,u2615,3,0,0,0,-1.0,-1.0,0
req009990,u2617,1,0,0,0,-1.0,-1.0,0
req006599,u2620,1,0,0,0,-1.0,-1.0,0
req003059,u2622,1,0,0,0,-1.0,-1.0,0
req007469,u2622,2,0,0,0,-1.0,-1.0,0
req003526,u2623,1,0,0,0,-1.0,-1.0,0
req009011,u2623,2,0,0,0,-1.0,-1.0,0
req004751,u2624,1,1,0,0,-1.0,-1.0,0
req008081,u2624,2,1,0,1,3330.0,3330.0,1
req008157,u2624,3,1,0,1,3406.0,3406.0,1
req003382,u2629,1,0,0,0,-1.0,-1.0,0
req000959,u2630,1,0,0,0,-1.0,-1.0,0
req009182,u2630,2,1,0,0,-1.0,-1.0,0
req009543,u2630,3,1,0,1,361.0,361.0,1
req004291,u2631,1,0,0,0,-1.0,-1.0,0
req005644,u2631,2,0,0,0,-1.0,-1.0,0
req002335,u2633,1,0,0,0,-1.0,-1.0,0
req007248,u2633,2,1,0,0,-1.0,-1.0,0
req007577,u2633,3,2,0,1,329.0,329.0,1
req008089,u2634,1,0,0,0,-1.0,-1.0,0
req001971,u2635,1,0,0,0,-1.0,-1.0,0
req001580,u2636,1,0,0,0,-1.0,-1.0,0
req006040,u2636,2,0,0,0,-1.0,-1.0,0
req006302,u2636,3,1,0,0,-1.0,-1.0,0
req008854,u2639,1,0,0,0,-1.0,-1.0,0
req006088,u2641,1,0,0,0,-1.0,-1.0,0
req001707,u2642,1,0,0,0,-1.0,-1.0,0
req004440,u2642,2,1,0,0,-1.0,-1.0,0
req009143,u2642,3,1,0,1,4703.0,4703.0,0
req003122,u2643,1,1,0,0,-1.0,-1.0,0
req004017,u2643,2,1,0,1,895.0,895.0,1
req003324,u2644,1,0,0,0,-1.0,-1.0,0
req006101,u2645,1,1,0,0,-1.0,-1.0,0
req006904,u2649,1,0,0,0,-1.0,-1.0,0
req006619,u2650,1,1,0,0,-1.0,-1.0,0
req004265,u2652,1,0,0,0,-1.0,-1.0,0
req005745,u2654,1,0,0,0,-1.0,-1.0,0
req006681,u2654,2,0,0,0,-1.0,-1.0,0
req001529,u2655,1,0,0,0,-1.0,-1.0,0
req003865,u2656,1,0,0,0,-1.0,-1.0,0
req000378,u2658,1,0,0,0,-1.0,-1.0,0
req005474,u2658,2,1,0,0,-1.0,-1.0,0
req006294,u2658,3,1,0,1,820.0,820.0,1
req002543,u2659,1,0,0,0,-1.0,-1.0,0
req007796,u2659,2,0,0,0,-1.0,-1.0,0
req004938,u2660,1,0,0,0,-1.0,-1.0,0
req006025,u2660,2,0,0,0,-1.0,-1.0,0
req006720,u2660,3,0,0,0,-1.0,-1.0,0
req008013,u2661,1,0,0,0,-1.0,-1.0,0
req001895,u2662,1,0,0,0,-1.0,-1.0,0
req009097,u2663,1,0,0,0,-1.0,-1.0,0
req009837,u2665,1,0,0,0,-1.0,-1.0,0
req002856,u2666,1,0,0,0,-1.0,-1.0,0
req004842,u2667,1,0,0,0,-1.0,-1.0,0
req008504,u2667,2,0,0,0,-1.0,-1.0,0
req009558,u2667,3,0,0,0,-1.0,-1.0,0
req003693,u2668,1,0,0,0,-1.0,-1.0,0
req007148,u2668,2,0,0,0,-1.0,-1.0,0
req004380,u2669,1,0,0,0,-1.0,-1.0,0
req009628,u2669,2,0,0,0,-1.0,-1.0,0
req005025,u2670,1,0,0,0,-1.0,-1.0,0
req006837,u2673,1,0,0,0,-1.0,-1.0,0
req006076,u2674,1,0,0,0,-1.0,-1.0,0
req006956,u2674,2,0,0,0,-1.0,-1.0,0
req008445,u2674,3,0,0,0,-1.0,-1.0,0
req001844,u2675,1,0,0,0,-1.0,-1.0,0
req004376,u2675,2,0,0,0,-1.0,-1.0,0
req005885,u2675,3,0,0,0,-1.0,-1.0,0
req005348,u2676,1,0,0,0,-1.0,-1.0,0
req007009,u2676,2,0,0,0,-1.0,-1.0,0
req001613,u2680,1,0,0,0,-1.0,-1.0,0
req004308,u2680,2,0,0,0,-1.0,-1.0,0
req002583,u2681,1,0,0,0,-1.0,-1.0,0
req006146,u2681,2,0,0,0,-1.0,-1.0,0
req004454,u2683,1,1,0,0,-1.0,-1.0,0
req002759,u2684,1,0,0,0,-1.0,-1.0,0
req000906,u2685,1,0,0,0,-1.0,-1.0,0
req009362,u2685,2,1,0,0,-1.0,-1.0,0
req009451,u2685,3,1,0,1,89.0,89.0,1
req009505,u2686,1,0,0,0,-1.0,-1.0,0
req001335,u2687,1,0,0,0,-1.0,-1.0,0
req008687,u2688,1,1,0,0,-1.0,-1.0,0
req001321,u2689,1,0,0,0,-1.0,-1.0,0
req006951,u2689,2,0,0,0,-1.0,-1.0,0
req008815,u2689,3,0,0,0,-1.0,-1.0,0
req001270,u2691,1,0,0,0,-1.0,-1.0,0
req009220,u2691,2,0,0,0,-1.0,-1.0,0
req008102,u2692,1,0,0,0,-1.0,-1.0,0
req009847,u2692,2,0,0,0,-1.0,-1.0,0
req005701,u2693,1,0,0,0,-1.0,-1.0,0
req003041,u2694,1,0,0,0,-1.0,-1.0,0
req003344,u2694,2,0,0,0,-1.0,-1.0,0
req009123,u2694,3,0,0,0,-1.0,-1.0,0
req006844,u2697,1,0,0,0,-1.0,-1.0,0
req009084,u2697,2,1,0,0,-1.0,-1.0,0
req000431,u2699,1,0,0,0,-1.0,-1.0,0
req002495,u2699,2,1,0,0,-1.0,-1.0,0
req007362,u2699,3,1,0,1,4867.0,4867.0,0
req000981,u2701,1,0,0,0,-1.0,-1.0,0
req008661,u2702,1,0,0,0,-1.0,-1.0,0
req008760,u2702,2,0,0,0,-1.0,-1.0,0
req009077,u2702,3,0,0,0,-1.0,-1.0,0
req000396,u2703,1,0,0,0,-1.0,-1.0,0
req003557,u2703,2,0,0,0,-1.0,-1.0,0
req007693,u2703,3,0,0,0,-1.0,-1.0,0
req000589,u2705,1,0,0,0,-1.0,-1.0,0
req003483,u2706,1,0,0,0,-1.0,-1.0,0
req006073,u2707,1,0,0,0,-1.0,-1.0,0
req001288,u2710,1,0,0,0,-1.0,-1.0,0
req003426,u2710,2,0,0,0,-1.0,-1.0,0
req005385,u2710,3,1,0,0,-1.0,-1.0,0
req007856,u2712,1,0,0,0,-1.0,-1.0,0
req008367,u2713,1,0,0,0,-1.0,-1.0,0
req009010,u2713,2,1,0,0,-1.0,-1.0,0
req001846,u2715,1,0,0,0,-1.0,-1.0,0
req004963,u2715,2,1,0,0,-1.0,-1.0,0
req006292,u2715,3,2,0,1,1329.0,1329.0,1
req008782,u2715,4,2,0,2,3154.5,2490.0,1
req006867,u2716,1,1,0,0,-1.0,-1.0,0
req003061,u2718,1,1,0,0,-1.0,-1.0,0
req006282,u2718,2,1,0,1,3221.0,3221.0,1
req009517,u2719,1,0,0,0,-1.0,-1.0,0
req003098,u2721,1,0,0,0,-1.0,-1.0,0
req002942,u2722,1,0,0,0,-1.0,-1.0,0
req008551,u2722,2,0,0,0,-1.0,-1.0,0
req005220,u2723,1,0,0,0,-1.0,-1.0,0
req001853,u2725,1,0,0,0,-1.0,-1.0,0
req005833,u2728,1,0,0,0,-1.0,-1.0,0
req003671,u2729,1,0,0,0,-1.0,-1.0,0
req006165,u2729,2,0,0,0,-1.0,-1.0,0
req004845,u2730,1,0,0,0,-1.0,-1.0,0
req005460,u2734,1,0,0,0,-1.0,-1.0,0
req008123,u2735,1,0,0,0,-1.0,-1.0,0
req005358,u2736,1,0,0,0,-1.0,-1.0,0
req005632,u2736,2,0,0,0,-1.0,-1.0,0
req001612,u2738,1,0,0,0,-1.0,-1.0,0
req002794,u2739,1,0,0,0,-1.0,-1.0,0
req003705,u2740,1,0,0,0,-1.0,-1.0,0
req000304,u2742,1,0,0,0,-1.0,-1.0,0
req005468,u2743,1,0,0,0,-1.0,-1.0,0
req001075,u2747,1,0,0,0,-1.0,-1.0,0
req000526,u2749,1,0,0,0,-1.0,-1.0,0
req006902,u2750,1,0,0,0,-1.0,-1.0,0
req002764,u2751,1,0,0,0,-1.0,-1.0,0
req003195,u2752,1,0,0,0,-1.0,-1.0,0
req005223,u2753,1,0,0,0,-1.0,-1.0,0
req003180,u2754,1,0,0,0,-1.0,-1.0,0
req003892,u2754,2,0,0,0,-1.0,-1.0,0
req004098,u2754,3,1,0,0,-1.0,-1.0,0
req004115,u2754,4,1,0,1,17.0,17.0,1
req009162,u2755,1,0,0,0,-1.0,-1.0,0
req006887,u2756,1,0,0,0,-1.0,-1.0,0
req003241,u2757,1,1,1,0,-1.0,-1.0,0
