user_id,age,gender,segment
u8829,26,M,traveler
u2767,47,F,sports_fan
u8704,28,F,online_shopper
u9166,39,M,music_lover
u4992,28,F,sports_fan
u8115,26,F,traveler
u1755,34,F,sports_fan
u4011,40,M,sports_fan
u8749,42,M,traveler
u4133,38,M,music_lover
u9066,23,M,traveler
u1335,39,M,traveler
u4552,22,F,music_lover
u9616,43,M,traveler
u1826,42,M,online_shopper
u6409,38,F,online_shopper
u8439,20,F,traveler
u2761,23,F,online_shopper
u5684,39,M,sports_fan
u4047,34,M,online_shopper
u9434,28,M,online_shopper
u1561,21,M,sports_fan
u4370,43,F,online_shopper
u4957,29,M,traveler
u4358,27,M,sports_fan
u4317,34,F,sports_fan
u4512,23,F,traveler
u2471,35,F,traveler
u3891,38,M,traveler
u5764,36,M,online_shopper
u8719,39,M,online_shopper
u3770,46,F,online_shopper
u7123,42,M,traveler
u3488,32,M,music_lover
u8573,29,F,online_shopper
u7355,36,M,music_lover
u1905,42,M,sports_fan
u8087,22,M,traveler
u6162,46,F,traveler
u4781,35,F,sports_fan
u1517,43,M,online_shopper
u4394,29,F,online_shopper
u9512,49,M,online_shopper
u1319,43,M,music_lover
u6497,43,F,sports_fan
u8108,32,M,music_lover
u3274,27,F,online_shopper
u5268,45,F,music_lover
u5825,42,M,sports_fan
u8419,47,F,online_shopper
u4950,36,M,music_lover
u7861,26,M,sports_fan
u7300,23,F,online_shopper
u2339,31,M,online_shopper
u7120,18,F,traveler
u3474,18,F,online_shopper
u4535,46,M,traveler
u4616,48,F,online_shopper
u7529,28,M,music_lover
u7866,20,F,music_lover
u4289,38,M,online_shopper
u6524,39,F,online_shopper
u2233,22,F,traveler
u7846,25,F,music_lover
u3344,39,M,music_lover
u2178,35,M,online_shopper
u3565,22,F,traveler
u5879,29,M,online_shopper
u4270,40,M,music_lover
u9006,46,F,music_lover
u3097,35,M,music_lover
u6011,38,M,music_lover
u6581,29,F,online_shopper
u1933,38,F,music_lover
u8869,25,F,online_shopper
u4611,47,M,music_lover
u1025,49,M,music_lover
u3998,26,F,sports_fan
u3246,32,M,traveler
u7428,20,M,sports_fan
u3335,32,M,sports_fan
u4997,45,F,music_lover
u9724,21,M,traveler
u8433,45,F,sports_fan
u3665,47,M,sports_fan
u6547,33,M,online_shopper
u3752,42,M,traveler
u1511,42,M,sports_fan
u5247,36,F,sports_fan
u6280,35,F,online_shopper
u8119,44,F,music_lover
u3485,33,F,sports_fan
u5710,49,M,traveler
u2207,29,M,online_shopper
u7809,29,M,traveler
u7009,40,F,traveler
u8953,21,M,traveler
u1711,32,F,online_shopper
u2073,36,F,traveler
u5114,35,F,sports_fan
u8326,43,M,online_shopper
u9297,28,M,sports_fan
u1419,47,M,music_lover
u6093,45,F,sports_fan
u6224,41,M,traveler
u1390,40,F,music_lover
u3206,32,F,traveler
u9815,33,F,online_shopper
u1588,28,M,online_shopper
u4252,28,M,music_lover
u9946,38,M,sports_fan
u8529,49,M,traveler
u5621,30,F,sports_fan
u5924,24,F,traveler
u1984,48,M,traveler
u5269,32,M,sports_fan
u5990,34,M,online_shopper
u5186,42,F,online_shopper
u1114,41,M,music_lover
u7516,44,F,sports_fan
u7877,30,F,online_shopper
u4319,21,M,online_shopper
u9328,18,M,traveler
u6860,29,M,traveler
u6388,21,M,online_shopper
u9500,18,M,music_lover
u4724,23,M,online_shopper
u1035,41,M,music_lover
u9837,28,M,music_lover
u7228,38,F,traveler
u8107,42,M,music_lover
u7677,43,M,sports_fan
u9505,35,M,sports_fan
u3399,45,F,traveler
u7610,35,F,online_shopper
u6200,37,M,sports_fan
u5091,23,M,sports_fan
u1726,31,M,online_shopper
u9547,23,F,traveler
u2705,39,M,music_lover
u6816,32,M,music_lover
u8102,39,F,online_shopper
u7306,46,F,online_shopper
u2222,18,M,sports_fan
u8695,34,F,music_lover
u4345,46,F,traveler
u4384,29,M,sports_fan
u8410,47,F,music_lover
u8034,48,M,traveler
u8015,20,M,music_lover
u6588,19,M,sports_fan
u2754,49,M,traveler
u7016,40,F,music_lover
u6494,23,F,music_lover
u7423,22,M,music_lover
u9988,25,F,sports_fan
u9736,19,F,sports_fan
u3295,44,F,traveler
u5754,48,M,online_shopper
u8769,29,F,music_lover
u1151,24,F,music_lover
u9394,31,F,music_lover
u1512,27,M,sports_fan
u5263,37,F,music_lover
u7371,31,F,traveler
u2569,28,M,sports_fan
u1753,45,F,sports_fan
u5422,48,F,sports_fan
u6213,36,M,sports_fan
u1741,18,F,online_shopper
u1508,43,M,sports_fan
u1505,19,M,online_shopper
u5782,48,F,sports_fan
u5224,40,F,sports_fan
u1734,20,M,music_lover
u3657,44,M,sports_fan
u3141,22,F,traveler
u4513,28,F,traveler
u9753,36,F,traveler
u7907,24,M,music_lover
u6196,45,F,sports_fan
u4597,33,M,traveler
u1020,37,M,traveler
u3959,25,F,traveler
u8747,43,M,online_shopper
u2948,41,M,online_shopper
u2841,21,F,online_shopper
u1289,29,M,traveler
u9318,35,M,traveler
u7856,40,M,sports_fan
u4308,31,F,traveler
u3443,34,M,traveler
u9681,46,F,traveler
u2380,29,M,traveler
u3816,26,M,music_lover
u4438,33,F,sports_fan
u9768,38,M,traveler
u8636,27,F,music_lover
u6392,37,F,online_shopper
u4424,47,M,music_lover
u5342,37,F,online_shopper
u5933,28,F,music_lover
u7054,45,M,music_lover
u4410,45,F,music_lover
u8630,26,M,online_shopper
u2683,18,M,online_shopper
u4479,33,M,online_shopper
u3367,21,M,traveler
u1570,39,F,online_shopper
u7217,49,M,music_lover
u2284,46,F,online_shopper
u9403,25,M,sports_fan
u1239,19,M,traveler
u1970,31,M,music_lover
u7574,41,M,sports_fan
u7335,26,M,online_shopper
u9929,48,F,music_lover
u7328,41,M,online_shopper
u5798,31,F,music_lover
u2475,31,M,traveler
u2067,38,F,music_lover
u4076,47,F,online_shopper
u1560,29,M,online_shopper
u6579,28,F,music_lover
u8958,18,F,sports_fan
u8584,39,F,traveler
u9494,18,M,music_lover
u4990,49,F,traveler
u5229,28,M,online_shopper
u7670,37,M,traveler
u9508,42,M,traveler
u6746,32,M,online_shopper
u8632,45,F,traveler
u2058,38,M,sports_fan
u5393,40,F,sports_fan
u3879,26,M,music_lover
u4864,37,M,music_lover
u2525,38,M,sports_fan
u4684,39,F,music_lover
u7317,34,F,traveler
u3741,27,M,online_shopper
u6229,48,M,music_lover
u3492,32,F,music_lover
u8310,29,F,sports_fan
u1214,22,F,online_shopper
u6887,31,M,music_lover
u5467,27,F,music_lover
u6116,37,F,online_shopper
u5451,18,M,online_shopper
u7912,47,F,online_shopper
u7478,33,M,music_lover
u4120,21,M,sports_fan
u4123,22,F,traveler
u8381,26,F,music_lover
u3693,34,F,music_lover
u2793,23,M,online_shopper
u2438,41,M,online_shopper
u6694,42,M,traveler
u3676,44,F,music_lover
u2225,22,F,online_shopper
u2822,35,M,music_lover
u8792,34,F,online_shopper
u7325,38,M,traveler
u5868,28,M,sports_fan
u5563,20,M,traveler
u9306,23,F,music_lover
u5740,26,M,music_lover
u9372,30,F,online_shopper
u2458,44,F,music_lover
u3441,18,M,music_lover
u2231,47,F,music_lover
u2980,32,M,online_shopper
u4880,49,F,traveler
u5403,37,F,online_shopper
u2015,21,M,music_lover
u7792,45,M,sports_fan
u3203,40,F,sports_fan
u5392,19,M,traveler
u4093,33,F,traveler
u9533,41,F,traveler
u1857,46,F,traveler
u7643,23,M,traveler
u9137,37,F,music_lover
u4331,32,M,sports_fan
u8841,36,M,music_lover
u2457,43,M,traveler
u3594,45,F,online_shopper
u5625,24,M,sports_fan
u7728,42,F,sports_fan
u1078,28,F,music_lover
u5277,35,M,music_lover
u9706,25,F,online_shopper
u5773,19,M,sports_fan
u1135,44,M,sports_fan
u9838,29,M,sports_fan
u9655,39,F,traveler
u9263,47,M,sports_fan
u6444,25,M,music_lover
u7957,18,M,online_shopper
u5235,24,M,traveler
u5368,26,F,traveler
u3303,39,F,sports_fan
u4871,39,F,online_shopper
u1575,26,F,music_lover
u4160,48,F,music_lover
u8506,19,F,music_lover
u5004,21,M,online_shopper
u2205,31,F,online_shopper
u4064,31,M,sports_fan
u3351,44,F,online_shopper
u9343,25,M,online_shopper
u4815,38,F,sports_fan
u2169,26,F,traveler
u2975,20,M,music_lover
u9444,39,M,traveler
u3150,39,F,music_lover
u4873,36,M,traveler
u5063,23,M,online_shopper
u7379,18,F,traveler
u6000,38,F,traveler
u3249,35,M,sports_fan
u3091,25,M,online_shopper
u3753,24,F,online_shopper
u9690,49,M,music_lover
u1469,24,M,sports_fan
u4840,27,F,online_shopper
u5818,21,M,traveler
u3609,47,F,traveler
u9534,35,F,traveler
u7974,36,F,online_shopper
u6725,48,F,online_shopper
u4476,48,F,music_lover
u1686,27,M,music_lover
u6216,37,M,online_shopper
u6315,36,M,traveler
u5957,20,F,sports_fan
u4297,46,F,music_lover
u4082,47,M,online_shopper
u6685,34,F,traveler
u2599,48,F,music_lover
u5437,18,M,music_lover
u9925,41,F,online_shopper
u9425,25,M,traveler
u5348,34,F,music_lover
u2322,21,F,music_lover
u1624,19,M,online_shopper
u4115,34,F,music_lover
u3313,19,F,online_shopper
u1034,49,F,online_shopper
u8626,18,M,online_shopper
u2036,22,F,music_lover
u8371,48,F,sports_fan
u2833,43,F,traveler
u5874,48,M,traveler
u3009,48,F,traveler
u2897,45,F,sports_fan
u6647,47,F,music_lover
u3927,23,F,music_lover
u1618,29,F,traveler
u6401,41,M,online_shopper
u5700,27,M,traveler
u8071,25,F,sports_fan
u4202,31,M,sports_fan
u5250,21,M,music_lover
u5856,36,F,online_shopper
u4532,45,F,music_lover
u7057,22,M,music_lover
u5756,41,F,sports_fan
u3130,38,F,music_lover
u9770,43,M,sports_fan
u3472,24,M,music_lover
u2613,37,M,sports_fan
u1216,19,M,sports_fan
u5516,42,F,traveler
u5794,28,M,sports_fan
u1541,27,M,sports_fan
u3088,35,M,online_shopper
u1472,19,F,sports_fan
u4640,31,M,online_shopper
u1432,41,F,online_shopper
u9109,27,F,music_lover
u5587,23,F,sports_fan
u3398,49,M,music_lover
u8761,38,F,music_lover
u9198,20,F,sports_fan
u4986,40,M,sports_fan
u9248,33,F,traveler
u6362,25,F,music_lover
u4302,26,F,music_lover
u2749,28,F,traveler
u8127,33,F,sports_fan
u8544,19,F,traveler
u2140,41,F,online_shopper
u8935,48,F,online_shopper
u4259,22,F,music_lover
u6082,18,M,traveler
u6478,47,F,online_shopper
u5965,43,M,music_lover
u5136,40,F,sports_fan
u2973,47,M,music_lover
u3824,32,M,online_shopper
u5243,24,M,online_shopper
u1197,33,M,online_shopper
u4349,43,F,sports_fan
u3518,49,M,traveler
u5274,29,M,sports_fan
u9960,36,M,sports_fan
u3502,32,F,online_shopper
u8434,44,M,sports_fan
u4534,20,M,sports_fan
u2533,37,M,sports_fan
u6686,38,F,traveler
u6134,38,F,music_lover
u5266,22,F,online_shopper
u6299,32,F,online_shopper
u7184,39,F,online_shopper
u5531,34,M,sports_fan
u2876,33,M,traveler
u7422,33,F,sports_fan
u2044,40,F,sports_fan
u3634,29,M,music_lover
u5753,21,F,music_lover
u3426,46,M,traveler
u5979,22,M,music_lover
u2593,41,F,traveler
u4655,46,M,sports_fan
u1057,25,M,sports_fan
u1418,29,F,online_shopper
u1001,22,M,music_lover
u9128,28,F,sports_fan
u8317,46,M,music_lover
u9926,36,M,traveler
u3622,27,F,music_lover
u2360,41,F,sports_fan
u3215,35,F,traveler
u1630,29,M,music_lover
u8042,26,M,music_lover
u4159,39,F,sports_fan
u4931,27,F,sports_fan
u2341,37,F,traveler
u9398,37,M,music_lover
u6538,36,M,online_shopper
u6129,44,M,traveler
u8473,38,M,online_shopper
u5329,23,F,online_shopper
u4516,27,F,traveler
u9659,36,F,traveler
u4959,26,F,traveler
u2787,47,F,traveler
u4797,33,F,sports_fan
u2374,25,F,online_shopper
u9839,29,F,sports_fan
u8009,39,F,music_lover
u4309,22,M,sports_fan
u3304,28,F,traveler
u7549,36,M,online_shopper
u5459,20,F,online_shopper
u9033,41,M,online_shopper
u7664,39,F,online_shopper
u5251,43,M,traveler
u7824,48,F,online_shopper
u3456,32,M,music_lover
u4171,47,M,music_lover
u5976,44,M,music_lover
u3778,39,F,music_lover
u1230,37,F,sports_fan
u5031,20,M,online_shopper
u1232,48,M,online_shopper
u2665,39,F,music_lover
u4166,18,M,music_lover
u1341,28,M,traveler
u9110,30,F,traveler
u1113,22,M,traveler
u2985,24,F,music_lover
u9348,48,F,traveler
u8884,18,M,sports_fan
u8346,30,M,sports_fan
u8976,48,F,music_lover
u3768,27,M,online_shopper
u5289,48,M,sports_fan
u1510,45,F,traveler
u1048,37,F,music_lover
u8586,35,F,music_lover
u1858,30,F,music_lover
u5281,18,F,online_shopper
u9628,34,F,traveler
u3036,29,M,traveler
u4003,40,M,traveler
u6360,23,F,sports_fan
u1844,24,F,traveler
u2586,18,M,traveler
u8665,48,M,online_shopper
u8563,27,F,traveler
u5196,45,F,sports_fan
u4862,20,M,online_shopper
u4795,24,F,sports_fan
u7413,27,F,online_shopper
u1145,27,F,traveler
u7696,26,M,traveler
u2571,23,F,music_lover
u6621,41,F,online_shopper
u9739,26,M,music_lover
u6981,40,F,traveler
u8488,26,M,traveler
u1014,44,M,online_shopper
u3883,27,M,music_lover
u2674,46,F,traveler
u6940,21,M,music_lover
u5498,42,M,online_shopper
u3478,33,F,online_shopper
u7297,42,M,online_shopper
u7146,19,M,online_shopper
u9577,28,M,traveler
u9664,26,F,traveler
u6428,20,M,online_shopper
u7917,44,F,music_lover
u4948,24,M,music_lover
u2778,30,F,traveler
u8116,44,F,sports_fan
u6032,30,M,sports_fan
u3185,45,F,sports_fan
u3860,36,F,traveler
u8571,45,F,online_shopper
u5999,28,F,traveler
u8709,46,M,online_shopper
u3505,22,M,online_shopper
u1695,33,M,online_shopper
u4879,45,F,traveler
u3458,19,M,music_lover
u5190,27,F,music_lover
u4175,27,M,traveler
u4216,36,F,music_lover
u9254,49,F,sports_fan
u8472,43,M,sports_fan
u4484,37,F,music_lover
u5515,43,F,music_lover
u7909,45,M,music_lover
u3986,45,F,music_lover
u3211,23,F,music_lover
u7167,44,F,traveler
u5230,39,M,sports_fan
u9670,33,M,online_shopper
u6955,30,M,traveler
u3250,36,M,online_shopper
u8161,20,M,music_lover
u6563,26,F,online_shopper
u9746,27,F,traveler
u7782,33,M,music_lover
u7438,35,F,music_lover
u5810,21,M,traveler
u7250,38,M,online_shopper
u3781,41,M,traveler
u2014,41,F,online_shopper
u4730,39,F,online_shopper
u6571,33,F,traveler
u2463,35,M,music_lover
u9136,43,M,sports_fan
u8698,48,F,music_lover
u4700,46,F,traveler
u7508,27,M,traveler
u2197,18,F,traveler
u1868,40,M,online_shopper
u4681,27,M,music_lover
u2901,34,M,sports_fan
u6344,44,M,traveler
u8002,36,M,traveler
u8751,33,F,sports_fan
u4472,49,M,music_lover
u4468,42,M,music_lover
u1981,23,M,traveler
u6700,25,M,traveler
u4342,47,M,sports_fan
u4152,33,F,online_shopper
u5344,29,F,online_shopper
u4646,26,F,music_lover
u6485,33,F,traveler
u7840,24,F,traveler
u5991,25,M,online_shopper
u5008,37,M,traveler
u5017,22,F,online_shopper
u8451,46,F,music_lover
u3949,40,M,online_shopper
u7014,26,M,sports_fan
u6103,25,F,music_lover
u9220,40,F,sports_fan
u8064,37,F,traveler
u4885,33,M,online_shopper
u6964,28,F,sports_fan
u6606,18,F,traveler
u7072,34,M,sports_fan
u2753,29,F,sports_fan
u4902,22,M,sports_fan
u2477,31,M,sports_fan
u2215,24,M,music_lover
u6888,44,M,music_lover
u6970,45,M,sports_fan
u1334,41,M,traveler
u2423,24,F,sports_fan
u5774,21,F,online_shopper
u8946,32,M,music_lover
u6372,44,M,music_lover
u9921,47,F,online_shopper
u1000,24,F,online_shopper
u5552,39,F,music_lover
u7493,41,F,online_shopper
u2508,26,M,music_lover
u9973,18,F,traveler
u1137,19,F,traveler
u8495,25,F,sports_fan
u7720,48,M,music_lover
u5009,24,F,online_shopper
u6629,40,M,music_lover
u6822,20,M,sports_fan
u4435,24,M,sports_fan
u7260,37,M,music_lover
u7716,43,M,sports_fan
u9695,33,F,sports_fan
u1617,43,M,music_lover
u3349,19,F,sports_fan
u8436,49,M,traveler
u9234,18,F,music_lover
u4599,25,M,sports_fan
u5134,22,F,online_shopper
u6353,27,M,music_lover
u2688,21,M,traveler
u2747,47,M,online_shopper
u4690,26,M,online_shopper
u4458,31,F,traveler
u3571,49,M,online_shopper
u9281,46,F,traveler
u6476,38,F,traveler
u8257,27,M,sports_fan
u5663,35,M,music_lover
u1265,42,M,music_lover
u2040,43,F,online_shopper
u1172,40,F,online_shopper
u6325,26,F,sports_fan
u3913,22,M,music_lover
u5859,40,F,music_lover
u9501,25,F,sports_fan
u6133,29,F,traveler
u9863,37,M,traveler
u2290,41,F,music_lover
u9077,40,M,online_shopper
u7028,36,M,online_shopper
u7063,31,M,music_lover
u5851,28,M,online_shopper
u9821,28,M,music_lover
u4275,41,F,music_lover
u6592,21,F,sports_fan
u2151,35,F,sports_fan
u6804,48,F,music_lover
u9233,26,F,online_shopper
u3935,25,M,sports_fan
u4856,21,F,online_shopper
u9998,36,F,music_lover
u6799,36,M,online_shopper
u8173,39,M,music_lover
u1184,19,M,online_shopper
u5001,28,M,music_lover
u3375,20,F,sports_fan
u2368,18,M,sports_fan
u6715,27,F,online_shopper
u6448,38,F,traveler
u7311,30,F,online_shopper
u6046,20,M,traveler
u6187,44,F,sports_fan
u1904,24,M,traveler
u2634,42,M,sports_fan
u9017,22,F,music_lover
u2189,19,F,sports_fan
u2735,35,M,music_lover
u3764,45,F,sports_fan
u5156,31,F,traveler
u8845,37,F,music_lover
u7501,43,M,traveler
u2412,45,F,music_lover
u7946,47,M,music_lover
u8972,47,M,online_shopper
u3165,42,M,traveler
u6314,44,M,music_lover
u6031,19,M,sports_fan
u7061,22,M,sports_fan
u2462,30,M,sports_fan
u8100,24,M,music_lover
u2904,27,M,online_shopper
u8246,45,F,music_lover
u6435,37,F,online_shopper
u6432,48,F,online_shopper
u6389,24,M,sports_fan
u2911,40,F,sports_fan
u9249,35,M,sports_fan
u1258,35,M,music_lover
u6363,19,M,sports_fan
u7270,42,M,sports_fan
u3914,33,F,traveler
u4498,30,M,music_lover
u9283,34,M,music_lover
u3739,23,M,online_shopper
u2034,40,F,online_shopper
u1029,48,M,music_lover
u4884,26,M,music_lover
u2096,20,M,online_shopper
u1834,42,M,sports_fan
u6079,24,F,traveler
u2600,47,F,online_shopper
u8481,22,F,sports_fan
u9937,45,F,online_shopper
u5013,38,F,traveler
u4418,24,M,sports_fan
u9317,27,M,online_shopper
u3243,39,M,sports_fan
u1654,41,F,online_shopper
u9217,27,F,music_lover
u4042,27,M,traveler
u5176,42,F,online_shopper
u2687,23,M,traveler
u8207,36,M,music_lover
u3183,49,F,traveler
u3105,45,M,traveler
u7953,42,M,traveler
u6842,48,F,online_shopper
u8827,35,M,music_lover
u9773,38,M,online_shopper
u6056,32,M,online_shopper
u5002,43,F,music_lover
u6850,30,F,music_lover
u7883,37,F,music_lover
u7263,19,M,sports_fan
u6190,49,F,online_shopper
u8193,47,M,traveler
u9775,39,F,sports_fan
u2779,45,M,sports_fan
u5399,27,F,sports_fan
u4422,40,F,sports_fan
u1600,19,M,music_lover
u3663,46,F,music_lover
u2263,20,F,traveler
u6130,47,F,sports_fan
u7818,22,F,sports_fan
u1496,42,M,music_lover
u3819,32,M,music_lover
u8404,24,M,sports_fan
u1881,32,M,sports_fan
u1031,45,M,music_lover
u7923,29,M,music_lover
u5925,20,F,online_shopper
u8194,27,F,online_shopper
u7058,21,M,traveler
u4388,24,F,online_shopper
u5015,28,F,traveler
u6602,34,F,traveler
u6789,37,M,online_shopper
u1443,32,M,sports_fan
u3292,34,F,music_lover
u2845,31,M,traveler
u8990,38,F,sports_fan
u5145,45,F,online_shopper
u4570,29,M,online_shopper
u8578,35,F,sports_fan
u1121,42,M,traveler
u3235,30,M,traveler
u3585,36,F,sports_fan
u3930,22,F,traveler
u7080,29,M,music_lover
u3037,25,M,online_shopper
u7730,47,F,online_shopper
u6410,25,M,traveler
u4167,26,F,sports_fan
u9992,45,F,music_lover
u5884,36,M,traveler
u2856,36,F,sports_fan
u6003,21,M,traveler
u1412,23,F,sports_fan
u1262,40,F,sports_fan
u5917,45,F,online_shopper
u4423,29,F,music_lover
u4318,18,F,sports_fan
u5429,35,M,traveler
u8633,36,F,traveler
u2983,34,F,sports_fan
u9559,20,M,music_lover
u2725,21,M,online_shopper
u4559,44,F,sports_fan
u7668,31,M,traveler
u5726,23,F,traveler
u2798,47,M,sports_fan
u2773,22,M,online_shopper
u7425,44,F,traveler
u5513,23,M,online_shopper
u8170,30,M,traveler
u6529,26,F,online_shopper
u6895,34,M,sports_fan
u5419,32,M,online_shopper
u7149,47,M,sports_fan
u5982,32,M,online_shopper
u2444,46,F,sports_fan
u2377,36,M,traveler
u8674,47,F,online_shopper
u5520,25,M,sports_fan
u7713,26,M,music_lover
u3201,44,F,traveler
u4021,19,F,online_shopper
u9599,31,M,online_shopper
u5385,43,F,music_lover
u5666,31,M,sports_fan
u7579,22,F,music_lover
u1783,46,F,music_lover
u5132,49,M,sports_fan
u2428,20,M,online_shopper
u2659,27,F,online_shopper
u9426,19,M,online_shopper
u1963,30,F,music_lover
u5871,45,M,sports_fan
u9002,28,F,online_shopper
u6153,28,F,sports_fan
u9311,26,F,music_lover
u5895,38,F,online_shopper
u7244,26,F,traveler
u2063,29,F,music_lover
u8871,18,F,sports_fan
u8693,37,F,traveler
u6025,34,M,traveler
u6067,22,F,traveler
u1042,29,M,online_shopper
u3098,28,M,online_shopper
u5630,38,M,online_shopper
u1199,46,M,traveler
u9602,33,F,online_shopper
u9638,24,F,traveler
u6382,40,M,music_lover
u5596,25,M,music_lover
u9079,39,F,sports_fan
u5977,43,M,online_shopper
u3845,36,F,traveler
u2320,42,F,traveler
u3997,32,M,sports_fan
u7660,22,M,music_lover
u5032,26,F,sports_fan
u9751,38,F,traveler
u2254,36,F,traveler
u9810,30,F,music_lover
u9875,24,F,online_shopper
u4726,42,F,sports_fan
u7756,18,M,online_shopper
u5839,20,F,music_lover
u6834,24,F,sports_fan
u5970,49,F,sports_fan
u2362,26,M,online_shopper
u6462,21,F,traveler
u4150,38,M,online_shopper
u4111,25,F,online_shopper
u2239,37,M,traveler
u3453,35,M,sports_fan
u1953,40,M,traveler
u3457,19,F,traveler
u3039,49,F,music_lover
u7736,31,M,online_shopper
u9600,23,M,online_shopper
u4316,24,M,music_lover
u1743,41,F,traveler
u9266,38,M,sports_fan
u9601,18,M,sports_fan
u3135,33,F,music_lover
u6440,20,F,traveler
u2495,43,F,online_shopper
u8920,48,F,traveler
u6326,42,F,sports_fan
u9148,32,M,online_shopper
u9866,39,M,traveler
u7096,28,M,online_shopper
u3890,22,M,music_lover
u4339,34,M,traveler
u2190,33,F,traveler
u6856,49,F,sports_fan
u7926,37,M,music_lover
u2142,38,M,sports_fan
u3726,35,F,online_shopper
u1751,46,M,traveler
u6387,22,M,online_shopper
u4829,36,M,sports_fan
u3196,25,F,traveler
u3855,48,F,sports_fan
u9054,43,M,online_shopper
u4420,31,F,online_shopper
u5844,28,F,music_lover
u5430,46,M,online_shopper
u9282,32,F,traveler
u6557,48,M,online_shopper
u4767,18,M,sports_fan
u5509,37,F,traveler
u8147,29,M,traveler
u7708,49,M,music_lover
u7078,28,M,music_lover
u2356,32,F,sports_fan
u1564,26,F,traveler
u1499,29,F,sports_fan
u1089,18,F,music_lover
u6078,39,M,sports_fan
u4194,39,F,sports_fan
u6968,44,M,music_lover
u9438,19,M,traveler
u8774,34,M,sports_fan
u9898,18,M,sports_fan
u2247,27,F,traveler
u6711,30,F,music_lover
u9593,46,M,traveler
u4122,32,F,music_lover
u8394,22,F,sports_fan
u3682,28,M,traveler
u1322,38,F,online_shopper
u8596,44,F,online_shopper
u7725,43,M,sports_fan
u1234,24,F,sports_fan
u3193,42,F,online_shopper
u2108,21,F,traveler
u3934,37,M,traveler
u4034,44,M,traveler
u3623,28,F,music_lover
u4514,24,F,online_shopper
u1399,31,M,online_shopper
u3245,42,F,music_lover
u8335,24,M,sports_fan
u7095,41,M,music_lover
u9396,27,F,traveler
u7552,33,F,sports_fan
u4488,48,M,sports_fan
u9322,24,F,online_shopper
u8957,42,F,music_lover
u5637,39,M,sports_fan
u7623,28,M,music_lover
u4518,42,M,sports_fan
u5984,36,F,traveler
u6492,21,M,music_lover
u7642,42,F,traveler
u8282,19,F,music_lover
u7144,45,F,sports_fan
u3514,33,F,music_lover
u9178,19,F,sports_fan
u7173,43,F,sports_fan
u5706,25,M,music_lover
u4951,28,F,online_shopper
u5221,43,M,traveler
u6512,23,F,music_lover
u2589,38,M,sports_fan
u5745,35,F,sports_fan
u9180,34,F,traveler
u2452,47,F,sports_fan
u9933,36,F,music_lover
u7107,28,F,online_shopper
u5173,23,M,online_shopper
u9786,46,F,traveler
u9490,44,F,sports_fan
u6769,44,M,traveler
u1201,29,M,traveler
u3936,29,M,sports_fan
u5442,48,F,online_shopper
u7048,29,F,sports_fan
u4613,22,M,traveler
u4162,23,M,sports_fan
u5267,32,F,traveler
u2093,44,F,sports_fan
u3390,49,F,sports_fan
u9387,24,F,traveler
u1420,24,F,online_shopper
u8537,20,M,online_shopper
u8683,44,F,online_shopper
u9658,43,M,traveler
u1081,41,F,traveler
u4741,25,F,music_lover
u1659,48,F,online_shopper
u8200,28,F,sports_fan
u6984,36,F,music_lover
u3405,39,M,traveler
u2391,42,M,sports_fan
u9707,18,M,traveler
u2551,44,M,sports_fan
u2008,19,M,music_lover
u1859,35,M,sports_fan
u2132,49,M,sports_fan
u3387,38,F,music_lover
u1316,46,F,traveler
u6348,39,M,online_shopper
u9611,36,M,traveler
u8872,37,F,traveler
u8169,43,M,traveler
u1714,45,F,sports_fan
u1321,30,M,online_shopper
u4081,35,F,sports_fan
u7819,45,F,sports_fan
u4441,36,M,traveler
u4688,45,M,sports_fan
u4517,25,F,traveler
u7943,32,M,music_lover
u1579,38,M,online_shopper
u4576,35,F,traveler
u3902,27,F,traveler
u6509,32,M,sports_fan
u5261,27,F,traveler
u1102,44,M,online_shopper
u9597,48,F,traveler
u6180,35,M,sports_fan
u4652,37,M,music_lover
u9336,42,M,online_shopper
u1552,47,F,traveler
u7031,23,F,music_lover
u8996,18,F,online_shopper
u2162,31,F,online_shopper
u1518,44,M,traveler
u1467,37,M,online_shopper
u9084,47,F,sports_fan
u6934,20,M,music_lover
u5760,18,F,traveler
u1701,39,M,sports_fan
u3589,27,F,sports_fan
u2539,34,M,music_lover
u5717,18,F,online_shopper
u7703,33,F,music_lover
u4718,40,M,sports_fan
u6343,18,M,traveler
u5193,44,F,sports_fan
u9833,46,M,online_shopper
u7606,20,F,traveler
u5234,22,F,sports_fan
u1962,36,F,sports_fan
u3795,48,F,traveler
u2111,39,M,traveler
u7869,48,M,sports_fan
u9913,31,M,sports_fan
u4637,31,M,sports_fan
u5654,42,F,traveler
u1849,35,F,sports_fan
u1733,24,F,music_lover
u9264,37,M,sports_fan
u2867,49,M,online_shopper
u8384,46,F,traveler
u8533,28,M,online_shopper
u9482,39,M,music_lover
u6044,27,M,sports_fan
u5331,29,F,traveler
u3146,27,F,music_lover
u8597,23,M,music_lover
u7113,48,F,online_shopper
u7157,25,F,online_shopper
u1928,24,F,traveler
u9756,30,F,music_lover
u9034,38,M,sports_fan
u5449,40,M,online_shopper
u8755,48,F,sports_fan
u5842,29,F,sports_fan
u8679,29,F,traveler
u2750,47,F,music_lover
u2490,39,M,music_lover
u9575,30,M,sports_fan
u3896,38,M,traveler
u9853,26,F,online_shopper
