request_id,user_id,adslot_id,timestamp,floor_price,win_price
req002151,u3773,s01,2025-08-20 10:35:50,3.2,0.0
req002152,u5916,s04,2025-08-20 10:35:51,0.76,0.0
req002153,u4994,s03,2025-08-20 10:35:52,2.54,4.06
req002154,u9219,s04,2025-08-20 10:35:53,1.31,3.26
req002155,u8533,s03,2025-08-20 10:35:54,3.33,0.0
req002156,u2091,s02,2025-08-20 10:35:55,1.35,2.03
req002157,u4530,s03,2025-08-20 10:35:56,2.67,0.0
req002158,u9822,s01,2025-08-20 10:35:57,1.43,2.68
req002159,u3331,s01,2025-08-20 10:35:58,1.32,2.88
req002160,u8511,s03,2025-08-20 10:35:59,1.62,2.93
req002161,u4767,s04,2025-08-20 10:36:00,0.63,0.0
req002162,u6543,s04,2025-08-20 10:36:01,3.72,5.57
req002163,u5608,s03,2025-08-20 10:36:02,1.88,0.0
req002164,u5311,s01,2025-08-20 10:36:03,3.64,4.64
req002165,u5402,s03,2025-08-20 10:36:04,3.44,4.55
req002166,u6515,s01,2025-08-20 10:36:05,0.8,0.97
req002167,u9870,s02,2025-08-20 10:36:06,1.9,3.71
req002168,u1381,s01,2025-08-20 10:36:07,3.05,3.65
req002169,u6602,s04,2025-08-20 10:36:08,4.63,6.59
req002170,u8170,s03,2025-08-20 10:36:09,2.31,2.79
req002171,u4313,s03,2025-08-20 10:36:10,2.77,3.35
req002172,u2018,s02,2025-08-20 10:36:11,3.88,4.9
req002173,u3044,s01,2025-08-20 10:36:12,4.11,0.0
req002174,u6281,s03,2025-08-20 10:36:13,4.66,6.01
req002175,u3166,s01,2025-08-20 10:36:14,2.74,3.68
req002176,u7484,s03,2025-08-20 10:36:15,1.37,2.14
req002177,u2227,s01,2025-08-20 10:36:16,3.94,5.07
req002178,u5542,s04,2025-08-20 10:36:17,1.07,2.99
req002179,u6776,s04,2025-08-20 10:36:18,2.38,0.0
req002180,u8294,s02,2025-08-20 10:36:19,3.33,0.0
req002181,u9480,s04,2025-08-20 10:36:20,3.61,0.0
req002182,u3792,s01,2025-08-20 10:36:21,3.8,5.73
req002183,u5834,s01,2025-08-20 10:36:22,1.37,2.09
req002184,u7025,s03,2025-08-20 10:36:23,4.92,0.0
req002185,u7583,s03,2025-08-20 10:36:24,1.3,2.69
req002186,u7956,s01,2025-08-20 10:36:25,0.93,0.0
req002187,u4740,s02,2025-08-20 10:36:26,3.49,0.0
req002188,u8119,s01,2025-08-20 10:36:27,4.59,0.0
req002189,u4510,s02,2025-08-20 10:36:28,3.02,4.49
req002190,u1770,s02,2025-08-20 10:36:29,3.18,4.52
req002191,u6877,s03,2025-08-20 10:36:30,2.92,3.23
req002192,u2810,s02,2025-08-20 10:36:31,0.69,1.82
req002193,u3265,s03,2025-08-20 10:36:32,3.57,5.12
req002194,u9468,s03,2025-08-20 10:36:33,2.11,0.0
req002195,u2372,s03,2025-08-20 10:36:34,4.71,5.19
req002196,u7737,s03,2025-08-20 10:36:35,1.34,2.1
req002197,u4201,s02,2025-08-20 10:36:36,1.86,0.0
req002198,u8173,s04,2025-08-20 10:36:37,2.77,3.26
req002199,u8134,s02,2025-08-20 10:36:38,2.65,4.44
req002200,u4745,s01,2025-08-20 10:36:39,2.3,0.0
req002201,u2462,s03,2025-08-20 10:36:40,1.91,3.64
req002202,u8547,s04,2025-08-20 10:36:41,1.16,1.58
req002203,u4970,s01,2025-08-20 10:36:42,4.19,5.74
req002204,u4224,s01,2025-08-20 10:36:43,2.52,3.31
req002205,u4254,s04,2025-08-20 10:36:44,3.08,4.48
req002206,u6768,s03,2025-08-20 10:36:45,2.96,0.0
req002207,u7487,s02,2025-08-20 10:36:46,3.09,0.0
req002208,u5094,s01,2025-08-20 10:36:47,3.67,4.71
req002209,u7463,s02,2025-08-20 10:36:48,3.33,0.0
req002210,u6462,s02,2025-08-20 10:36:49,1.73,2.73
req002211,u8330,s03,2025-08-20 10:36:50,2.99,4.76
req002212,u1649,s04,2025-08-20 10:36:51,1.6,2.91
req002213,u1982,s02,2025-08-20 10:36:52,3.15,3.7
req002214,u2875,s04,2025-08-20 10:36:53,2.44,2.75
req002215,u6394,s04,2025-08-20 10:36:54,0.68,0.0
req002216,u1555,s01,2025-08-20 10:36:55,3.8,5.67
req002217,u4971,s04,2025-08-20 10:36:56,1.74,2.13
req002218,u5431,s01,2025-08-20 10:36:57,4.64,6.13
req002219,u4346,s01,2025-08-20 10:36:58,1.76,2.8
req002220,u2957,s04,2025-08-20 10:36:59,4.98,0.0
req002221,u8019,s01,2025-08-20 10:37:00,2.58,2.95
req002222,u3515,s01,2025-08-20 10:37:01,0.62,0.0
req002223,u3903,s01,2025-08-20 10:37:02,0.84,2.42
req002224,u4295,s02,2025-08-20 10:37:03,0.87,2.69
req002225,u6271,s01,2025-08-20 10:37:04,0.75,1.08
req002226,u7637,s02,2025-08-20 10:37:05,1.71,0.0
req002227,u4017,s02,2025-08-20 10:37:06,1.96,2.19
req002228,u3027,s02,2025-08-20 10:37:07,1.0,2.71
req002229,u4909,s02,2025-08-20 10:37:08,2.47,0.0
req002230,u5290,s02,2025-08-20 10:37:09,2.14,0.0
req002231,u4184,s02,2025-08-20 10:37:10,3.36,4.41
req002232,u4920,s03,2025-08-20 10:37:11,1.38,0.0
req002233,u7056,s03,2025-08-20 10:37:12,4.61,0.0
req002234,u8320,s02,2025-08-20 10:37:13,2.82,0.0
req002235,u2448,s02,2025-08-20 10:37:14,3.31,4.69
req002236,u3834,s04,2025-08-20 10:37:15,0.68,1.62
req002237,u1271,s03,2025-08-20 10:37:16,3.02,3.9
req002238,u6287,s03,2025-08-20 10:37:17,2.16,2.83
req002239,u8985,s02,2025-08-20 10:37:18,4.66,0.0
req002240,u6080,s04,2025-08-20 10:37:19,4.49,0.0
req002241,u3109,s03,2025-08-20 10:37:20,3.37,0.0
req002242,u2128,s04,2025-08-20 10:37:21,3.96,0.0
req002243,u4591,s01,2025-08-20 10:37:22,3.4,4.57
req002244,u9762,s02,2025-08-20 10:37:23,0.58,0.98
req002245,u7960,s04,2025-08-20 10:37:24,3.66,5.12
req002246,u1042,s04,2025-08-20 10:37:25,1.3,2.44
req002247,u7224,s03,2025-08-20 10:37:26,3.57,5.28
req002248,u9261,s01,2025-08-20 10:37:27,0.55,2.4
req002249,u4063,s02,2025-08-20 10:37:28,1.9,0.0
req002250,u9695,s01,2025-08-20 10:37:29,2.83,4.64
req002251,u8386,s04,2025-08-20 10:37:30,2.0,3.24
req002252,u3180,s02,2025-08-20 10:37:31,3.62,4.33
req002253,u9374,s02,2025-08-20 10:37:32,2.85,3.63
req002254,u8357,s03,2025-08-20 10:37:33,4.82,6.16
req002255,u1544,s03,2025-08-20 10:37:34,2.11,3.56
req002256,u3326,s04,2025-08-20 10:37:35,3.75,4.16
req002257,u5133,s02,2025-08-20 10:37:36,4.26,6.26
req002258,u7062,s02,2025-08-20 10:37:37,1.64,1.94
req002259,u7576,s02,2025-08-20 10:37:38,3.89,5.14
req002260,u6073,s04,2025-08-20 10:37:39,2.27,3.38
req002261,u6363,s02,2025-08-20 10:37:40,1.08,2.3
req002262,u4821,s03,2025-08-20 10:37:41,0.52,0.0
req002263,u2952,s03,2025-08-20 10:37:42,3.85,4.96
req002264,u1820,s02,2025-08-20 10:37:43,1.34,1.55
req002265,u8707,s04,2025-08-20 10:37:44,0.73,2.72
req002266,u7525,s01,2025-08-20 10:37:45,2.74,4.7
req002267,u1911,s04,2025-08-20 10:37:46,2.06,3.16
req002268,u8825,s01,2025-08-20 10:37:47,3.61,4.11
req002269,u1486,s04,2025-08-20 10:37:48,0.98,0.0
req002270,u1245,s02,2025-08-20 10:37:49,1.1,1.55
req002271,u7318,s01,2025-08-20 10:37:50,2.32,2.53
req002272,u1666,s01,2025-08-20 10:37:51,2.84,4.1
req002273,u9997,s03,2025-08-20 10:37:52,4.21,5.22
req002274,u8146,s01,2025-08-20 10:37:53,3.14,4.03
req002275,u8616,s03,2025-08-20 10:37:54,4.56,5.66
req002276,u6013,s01,2025-08-20 10:37:55,1.48,3.24
req002277,u5323,s04,2025-08-20 10:37:56,3.18,3.41
req002278,u4732,s01,2025-08-20 10:37:57,3.45,4.58
req002279,u6290,s01,2025-08-20 10:37:58,3.77,0.0
req002280,u4700,s01,2025-08-20 10:37:59,4.95,6.38
req002281,u5550,s04,2025-08-20 10:38:00,2.61,4.55
req002282,u6963,s03,2025-08-20 10:38:01,2.16,3.67
req002283,u9074,s02,2025-08-20 10:38:02,4.33,5.47
req002284,u2163,s03,2025-08-20 10:38:03,1.3,2.86
req002285,u7659,s03,2025-08-20 10:38:04,0.67,0.0
req002286,u2851,s01,2025-08-20 10:38:05,2.5,4.49
req002287,u6942,s03,2025-08-20 10:38:06,1.61,3.4
req002288,u7974,s02,2025-08-20 10:38:07,2.28,2.55
req002289,u4386,s02,2025-08-20 10:38:08,4.94,0.0
req002290,u5028,s01,2025-08-20 10:38:09,2.07,3.26
req002291,u7378,s02,2025-08-20 10:38:10,3.69,5.28
req002292,u1309,s02,2025-08-20 10:38:11,1.63,3.01
req002293,u7681,s03,2025-08-20 10:38:12,1.87,0.0
req002294,u2328,s02,2025-08-20 10:38:13,1.59,2.48
req002295,u1283,s03,2025-08-20 10:38:14,3.07,0.0
req002296,u2290,s02,2025-08-20 10:38:15,1.52,2.23
req002297,u4974,s03,2025-08-20 10:38:16,3.73,5.02
req002298,u3680,s03,2025-08-20 10:38:17,3.56,4.44
req002299,u4490,s01,2025-08-20 10:38:18,2.4,3.24
req002300,u2139,s01,2025-08-20 10:38:19,0.62,2.31
req002301,u3946,s03,2025-08-20 10:38:20,0.6,0.0
req002302,u4111,s02,2025-08-20 10:38:21,2.9,3.6
req002303,u1352,s01,2025-08-20 10:38:22,4.28,0.0
req002304,u4735,s01,2025-08-20 10:38:23,3.19,0.0
req002305,u7538,s04,2025-08-20 10:38:24,2.46,0.0
req002306,u9142,s03,2025-08-20 10:38:25,4.47,5.8
req002307,u3613,s04,2025-08-20 10:38:26,1.39,0.0
req002308,u8000,s01,2025-08-20 10:38:27,2.12,3.88
req002309,u9253,s03,2025-08-20 10:38:28,3.04,0.0
req002310,u5638,s04,2025-08-20 10:38:29,1.81,0.0
req002311,u8228,s04,2025-08-20 10:38:30,4.99,6.27
req002312,u4748,s02,2025-08-20 10:38:31,2.54,0.0
req002313,u1643,s02,2025-08-20 10:38:32,0.73,1.77
req002314,u9888,s03,2025-08-20 10:38:33,1.29,1.46
req002315,u2414,s04,2025-08-20 10:38:34,2.9,4.29
req002316,u7735,s04,2025-08-20 10:38:35,2.98,4.98
req002317,u1692,s03,2025-08-20 10:38:36,4.93,6.57
req002318,u4239,s02,2025-08-20 10:38:37,3.2,4.51
req002319,u6613,s04,2025-08-20 10:38:38,3.5,0.0
req002320,u1469,s02,2025-08-20 10:38:39,1.46,2.45
req002321,u4395,s04,2025-08-20 10:38:40,0.98,1.51
req002322,u5453,s01,2025-08-20 10:38:41,3.21,0.0
req002323,u3096,s01,2025-08-20 10:38:42,4.39,0.0
req002324,u1718,s02,2025-08-20 10:38:43,3.14,0.0
req002325,u7559,s04,2025-08-20 10:38:44,2.49,0.0
req002326,u3388,s04,2025-08-20 10:38:45,3.1,0.0
req002327,u9316,s02,2025-08-20 10:38:46,2.61,4.03
req002328,u6626,s01,2025-08-20 10:38:47,1.14,1.58
req002329,u9638,s01,2025-08-20 10:38:48,3.84,0.0
req002330,u1144,s03,2025-08-20 10:38:49,2.9,4.69
req002331,u5498,s03,2025-08-20 10:38:50,2.3,0.0
req002332,u3238,s04,2025-08-20 10:38:51,3.02,0.0
req002333,u5781,s04,2025-08-20 10:38:52,1.59,2.36
req002334,u6408,s03,2025-08-20 10:38:53,2.43,3.29
req002335,u2633,s02,2025-08-20 10:38:54,3.3,0.0
req002336,u2257,s03,2025-08-20 10:38:55,1.52,0.0
req002337,u8058,s03,2025-08-20 10:38:56,3.87,0.0
req002338,u9608,s03,2025-08-20 10:38:57,2.84,3.35
req002339,u4650,s02,2025-08-20 10:38:58,4.38,5.4
req002340,u3621,s02,2025-08-20 10:38:59,4.31,0.0
req002341,u2195,s01,2025-08-20 10:39:00,2.73,4.12
req002342,u2068,s02,2025-08-20 10:39:01,1.38,2.06
req002343,u6119,s02,2025-08-20 10:39:02,3.81,5.24
req002344,u5036,s03,2025-08-20 10:39:03,2.38,3.66
req002345,u7184,s03,2025-08-20 10:39:04,3.18,3.99
req002346,u9119,s01,2025-08-20 10:39:05,0.98,1.67
req002347,u6671,s02,2025-08-20 10:39:06,3.34,0.0
req002348,u9652,s04,2025-08-20 10:39:07,2.18,3.92
req002349,u8398,s04,2025-08-20 10:39:08,2.0,2.12
req002350,u4829,s01,2025-08-20 10:39:09,4.91,6.37
req002351,u4179,s04,2025-08-20 10:39:10,2.45,3.34
req002352,u5331,s02,2025-08-20 10:39:11,3.55,5.01
req002353,u7335,s04,2025-08-20 10:39:12,3.32,0.0
req002354,u7201,s02,2025-08-20 10:39:13,0.97,0.0
req002355,u8904,s04,2025-08-20 10:39:14,3.87,0.0
req002356,u8020,s02,2025-08-20 10:39:15,1.95,0.0
req002357,u7540,s01,2025-08-20 10:39:16,4.1,5.16
req002358,u9699,s02,2025-08-20 10:39:17,3.23,3.49
req002359,u3108,s04,2025-08-20 10:39:18,1.93,3.9
req002360,u4403,s01,2025-08-20 10:39:19,2.1,0.0
req002361,u1892,s04,2025-08-20 10:39:20,3.79,4.05
req002362,u1431,s04,2025-08-20 10:39:21,2.98,3.38
req002363,u8999,s01,2025-08-20 10:39:22,3.51,4.41
req002364,u4420,s02,2025-08-20 10:39:23,1.21,0.0
req002365,u8730,s02,2025-08-20 10:39:24,4.04,5.93
req002366,u1239,s04,2025-08-20 10:39:25,1.94,2.6
req002367,u4933,s02,2025-08-20 10:39:26,3.29,4.47
req002368,u9275,s01,2025-08-20 10:39:27,1.02,0.0
req002369,u8421,s04,2025-08-20 10:39:28,1.95,3.04
req002370,u9095,s03,2025-08-20 10:39:29,3.42,4.15
req002371,u5761,s01,2025-08-20 10:39:30,1.73,0.0
req002372,u8086,s01,2025-08-20 10:39:31,4.46,5.88
req002373,u5403,s02,2025-08-20 10:39:32,3.48,4.53
req002374,u4804,s03,2025-08-20 10:39:33,4.42,5.62
req002375,u9316,s01,2025-08-20 10:39:34,2.28,2.78
req002376,u6597,s03,2025-08-20 10:39:35,0.65,2.51
req002377,u1276,s01,2025-08-20 10:39:36,3.09,3.4
req002378,u9598,s02,2025-08-20 10:39:37,2.03,3.44
req002379,u9490,s03,2025-08-20 10:39:38,2.52,0.0
req002380,u3737,s01,2025-08-20 10:39:39,3.56,5.34
req002381,u7095,s04,2025-08-20 10:39:40,3.65,3.91
req002382,u8388,s04,2025-08-20 10:39:41,0.62,0.77
req002383,u1501,s01,2025-08-20 10:39:42,3.96,4.69
req002384,u5628,s04,2025-08-20 10:39:43,2.72,4.32
req002385,u5352,s01,2025-08-20 10:39:44,3.01,4.47
req002386,u6522,s02,2025-08-20 10:39:45,1.84,3.5
req002387,u6707,s04,2025-08-20 10:39:46,2.39,3.25
req002388,u5156,s04,2025-08-20 10:39:47,3.7,5.69
req002389,u3683,s04,2025-08-20 10:39:48,4.0,4.8
req002390,u5026,s02,2025-08-20 10:39:49,2.24,0.0
req002391,u7016,s04,2025-08-20 10:39:50,3.61,5.24
req002392,u9386,s03,2025-08-20 10:39:51,1.66,2.43
req002393,u9836,s01,2025-08-20 10:39:52,4.24,0.0
req002394,u8854,s03,2025-08-20 10:39:53,3.24,3.76
req002395,u5161,s04,2025-08-20 10:39:54,3.99,4.73
req002396,u3817,s01,2025-08-20 10:39:55,2.65,3.12
req002397,u2597,s03,2025-08-20 10:39:56,1.53,1.88
req002398,u1769,s02,2025-08-20 10:39:57,2.43,3.22
req002399,u5366,s01,2025-08-20 10:39:58,2.22,2.6
req002400,u4824,s04,2025-08-20 10:39:59,2.0,3.05
req002401,u9911,s04,2025-08-20 10:40:00,1.45,0.0
req002402,u1733,s03,2025-08-20 10:40:01,3.92,0.0
req002403,u6707,s04,2025-08-20 10:40:02,0.89,1.06
req002404,u5612,s04,2025-08-20 10:40:03,4.49,0.0
req002405,u8458,s02,2025-08-20 10:40:04,1.29,0.0
req002406,u5325,s03,2025-08-20 10:40:05,4.91,5.83
req002407,u9370,s03,2025-08-20 10:40:06,4.95,0.0
req002408,u9373,s02,2025-08-20 10:40:07,2.29,4.21
req002409,u4807,s01,2025-08-20 10:40:08,4.95,5.73
req002410,u1108,s01,2025-08-20 10:40:09,4.41,4.77
req002411,u2965,s02,2025-08-20 10:40:10,0.87,1.55
req002412,u9536,s02,2025-08-20 10:40:11,4.76,6.36
req002413,u7972,s04,2025-08-20 10:40:12,0.69,0.0
req002414,u1811,s03,2025-08-20 10:40:13,1.32,2.02
req002415,u9776,s01,2025-08-20 10:40:14,3.13,3.96
req002416,u1469,s03,2025-08-20 10:40:15,0.86,2.46
req002417,u8679,s02,2025-08-20 10:40:16,1.23,1.83
req002418,u7022,s03,2025-08-20 10:40:17,4.79,5.8
req002419,u4606,s03,2025-08-20 10:40:18,4.98,5.2
req002420,u4757,s02,2025-08-20 10:40:19,4.09,0.0
req002421,u6909,s01,2025-08-20 10:40:20,2.82,0.0
req002422,u7157,s04,2025-08-20 10:40:21,4.55,4.98
req002423,u8396,s01,2025-08-20 10:40:22,1.0,1.5
req002424,u7941,s03,2025-08-20 10:40:23,4.74,5.72
req002425,u1146,s01,2025-08-20 10:40:24,2.08,3.74
req002426,u1472,s02,2025-08-20 10:40:25,4.38,0.0
req002427,u5130,s02,2025-08-20 10:40:26,3.51,0.0
req002428,u3971,s01,2025-08-20 10:40:27,4.82,5.59
req002429,u8849,s04,2025-08-20 10:40:28,4.39,5.21
req002430,u1652,s02,2025-08-20 10:40:29,4.5,5.17
req002431,u9434,s03,2025-08-20 10:40:30,3.34,4.05
req002432,u4926,s02,2025-08-20 10:40:31,4.25,5.12
req002433,u7737,s02,2025-08-20 10:40:32,3.91,5.72
req002434,u6497,s02,2025-08-20 10:40:33,1.23,1.38
req002435,u5778,s03,2025-08-20 10:40:34,3.42,4.71
req002436,u9610,s01,2025-08-20 10:40:35,1.17,0.0
req002437,u5912,s03,2025-08-20 10:40:36,4.41,6.2
req002438,u4228,s01,2025-08-20 10:40:37,0.8,1.69
req002439,u4542,s04,2025-08-20 10:40:38,4.94,0.0
req002440,u9419,s03,2025-08-20 10:40:39,2.3,3.64
req002441,u1135,s02,2025-08-20 10:40:40,1.27,2.48
req002442,u7015,s02,2025-08-20 10:40:41,4.71,0.0
req002443,u4556,s03,2025-08-20 10:40:42,0.7,1.44
req002444,u7733,s01,2025-08-20 10:40:43,2.62,2.98
req002445,u4789,s04,2025-08-20 10:40:44,3.97,4.49
req002446,u5125,s02,2025-08-20 10:40:45,1.93,2.14
req002447,u8269,s02,2025-08-20 10:40:46,2.88,4.43
req002448,u2303,s02,2025-08-20 10:40:47,3.65,0.0
req002449,u7344,s03,2025-08-20 10:40:48,4.78,0.0
req002450,u9116,s02,2025-08-20 10:40:49,0.96,2.07
req002451,u9237,s04,2025-08-20 10:40:50,1.21,2.8
req002452,u1667,s03,2025-08-20 10:40:51,2.79,3.44
req002453,u5221,s03,2025-08-20 10:40:52,2.38,4.01
req002454,u8275,s01,2025-08-20 10:40:53,2.35,0.0
req002455,u2012,s02,2025-08-20 10:40:54,1.84,0.0
req002456,u6647,s01,2025-08-20 10:40:55,3.02,3.71
req002457,u6079,s02,2025-08-20 10:40:56,4.47,0.0
req002458,u5102,s02,2025-08-20 10:40:57,1.22,1.55
req002459,u6702,s02,2025-08-20 10:40:58,1.47,2.58
req002460,u3148,s02,2025-08-20 10:40:59,3.52,5.42
req002461,u3810,s04,2025-08-20 10:41:00,0.75,1.64
req002462,u7072,s04,2025-08-20 10:41:01,3.53,4.61
req002463,u9432,s01,2025-08-20 10:41:02,1.92,2.88
req002464,u4053,s02,2025-08-20 10:41:03,2.11,3.08
req002465,u5293,s02,2025-08-20 10:41:04,2.32,0.0
req002466,u2762,s01,2025-08-20 10:41:05,2.07,2.58
req002467,u5702,s01,2025-08-20 10:41:06,4.29,5.19
req002468,u9951,s04,2025-08-20 10:41:07,4.76,5.8
req002469,u1109,s03,2025-08-20 10:41:08,2.97,0.0
req002470,u8342,s01,2025-08-20 10:41:09,3.12,4.64
req002471,u5241,s04,2025-08-20 10:41:10,0.82,1.19
req002472,u6346,s03,2025-08-20 10:41:11,3.71,0.0
req002473,u3832,s02,2025-08-20 10:41:12,3.13,4.32
req002474,u2584,s03,2025-08-20 10:41:13,0.73,0.0
req002475,u9301,s03,2025-08-20 10:41:14,1.39,2.75
req002476,u4316,s01,2025-08-20 10:41:15,1.41,2.24
req002477,u2601,s02,2025-08-20 10:41:16,1.27,0.0
req002478,u1650,s04,2025-08-20 10:41:17,3.46,4.6
req002479,u6678,s04,2025-08-20 10:41:18,4.68,0.0
req002480,u9540,s02,2025-08-20 10:41:19,3.93,0.0
req002481,u8872,s01,2025-08-20 10:41:20,2.65,4.1
req002482,u7370,s01,2025-08-20 10:41:21,2.32,3.3
req002483,u9528,s03,2025-08-20 10:41:22,2.24,2.97
req002484,u7550,s02,2025-08-20 10:41:23,3.21,4.88
req002485,u5210,s01,2025-08-20 10:41:24,2.12,4.1
req002486,u7224,s04,2025-08-20 10:41:25,1.52,2.03
req002487,u2073,s04,2025-08-20 10:41:26,3.21,5.0
req002488,u5580,s01,2025-08-20 10:41:27,2.26,0.0
req002489,u2356,s03,2025-08-20 10:41:28,0.56,0.0
req002490,u7294,s04,2025-08-20 10:41:29,0.6,1.74
req002491,u6280,s02,2025-08-20 10:41:30,1.73,2.68
req002492,u9161,s03,2025-08-20 10:41:31,2.81,4.61
req002493,u2024,s01,2025-08-20 10:41:32,2.09,0.0
req002494,u5261,s04,2025-08-20 10:41:33,0.61,2.44
req002495,u2699,s04,2025-08-20 10:41:34,1.5,2.12
req002496,u9175,s02,2025-08-20 10:41:35,0.93,0.0
req002497,u8414,s01,2025-08-20 10:41:36,4.77,0.0
req002498,u6115,s03,2025-08-20 10:41:37,1.91,0.0
req002499,u2939,s02,2025-08-20 10:41:38,0.57,1.35
req002500,u1490,s04,2025-08-20 10:41:39,3.47,5.19
req002501,u6355,s04,2025-08-20 10:41:40,1.55,0.0
req002502,u7572,s03,2025-08-20 10:41:41,3.05,4.08
req002503,u7739,s02,2025-08-20 10:41:42,1.18,1.83
req002504,u4178,s02,2025-08-20 10:41:43,4.93,6.86
req002505,u3125,s03,2025-08-20 10:41:44,4.87,5.38
req002506,u7743,s03,2025-08-20 10:41:45,3.45,4.71
req002507,u3920,s01,2025-08-20 10:41:46,3.68,4.59
req002508,u5531,s03,2025-08-20 10:41:47,2.42,3.38
req002509,u7928,s02,2025-08-20 10:41:48,4.83,0.0
req002510,u4573,s02,2025-08-20 10:41:49,2.41,0.0
req002511,u1522,s02,2025-08-20 10:41:50,1.58,1.88
req002512,u3952,s03,2025-08-20 10:41:51,1.02,1.61
req002513,u6572,s02,2025-08-20 10:41:52,1.44,0.0
req002514,u9075,s02,2025-08-20 10:41:53,3.07,0.0
req002515,u9893,s03,2025-08-20 10:41:54,1.6,0.0
req002516,u7791,s01,2025-08-20 10:41:55,3.44,0.0
req002517,u6521,s04,2025-08-20 10:41:56,2.22,2.64
req002518,u4812,s03,2025-08-20 10:41:57,4.49,6.01
req002519,u6492,s03,2025-08-20 10:41:58,3.01,0.0
req002520,u8873,s02,2025-08-20 10:41:59,3.3,0.0
req002521,u7284,s02,2025-08-20 10:42:00,3.0,0.0
req002522,u7866,s01,2025-08-20 10:42:01,4.49,5.92
req002523,u7407,s02,2025-08-20 10:42:02,0.79,0.0
req002524,u8540,s03,2025-08-20 10:42:03,0.8,0.0
req002525,u4497,s03,2025-08-20 10:42:04,3.66,5.27
req002526,u7988,s04,2025-08-20 10:42:05,3.96,5.39
req002527,u1460,s01,2025-08-20 10:42:06,2.45,0.0
req002528,u4586,s02,2025-08-20 10:42:07,2.09,2.43
req002529,u3379,s04,2025-08-20 10:42:08,1.75,3.71
req002530,u2580,s01,2025-08-20 10:42:09,1.55,2.01
req002531,u2822,s04,2025-08-20 10:42:10,4.6,5.37
req002532,u3726,s04,2025-08-20 10:42:11,1.83,0.0
req002533,u5542,s03,2025-08-20 10:42:12,3.42,4.86
req002534,u6268,s03,2025-08-20 10:42:13,4.04,0.0
req002535,u8036,s03,2025-08-20 10:42:14,0.6,0.97
req002536,u2344,s04,2025-08-20 10:42:15,0.65,0.0
req002537,u6864,s04,2025-08-20 10:42:16,2.0,2.42
req002538,u5501,s04,2025-08-20 10:42:17,3.63,5.4
req002539,u8905,s02,2025-08-20 10:42:18,1.67,0.0
req002540,u9309,s04,2025-08-20 10:42:19,0.51,1.24
req002541,u5889,s03,2025-08-20 10:42:20,1.8,0.0
req002542,u5349,s03,2025-08-20 10:42:21,0.91,2.27
req002543,u2659,s01,2025-08-20 10:42:22,1.49,0.0
req002544,u9926,s02,2025-08-20 10:42:23,2.0,3.73
req002545,u6702,s04,2025-08-20 10:42:24,1.08,0.0
req002546,u2086,s01,2025-08-20 10:42:25,3.68,5.63
req002547,u7735,s01,2025-08-20 10:42:26,1.65,0.0
req002548,u9400,s01,2025-08-20 10:42:27,3.47,3.97
req002549,u4333,s02,2025-08-20 10:42:28,3.2,0.0
req002550,u3599,s04,2025-08-20 10:42:29,4.54,4.87
req002551,u8878,s01,2025-08-20 10:42:30,0.9,2.41
req002552,u7864,s04,2025-08-20 10:42:31,1.47,1.93
req002553,u3312,s02,2025-08-20 10:42:32,4.39,5.59
req002554,u9735,s04,2025-08-20 10:42:33,4.2,5.31
req002555,u1954,s01,2025-08-20 10:42:34,1.36,2.52
req002556,u9372,s03,2025-08-20 10:42:35,0.98,2.31
req002557,u3355,s03,2025-08-20 10:42:36,4.35,6.07
req002558,u4595,s03,2025-08-20 10:42:37,1.3,1.92
req002559,u8945,s03,2025-08-20 10:42:38,4.42,5.57
req002560,u2795,s04,2025-08-20 10:42:39,4.83,5.57
req002561,u1452,s03,2025-08-20 10:42:40,1.49,0.0
req002562,u7122,s01,2025-08-20 10:42:41,4.28,0.0
req002563,u7861,s03,2025-08-20 10:42:42,2.41,3.12
req002564,u1184,s03,2025-08-20 10:42:43,4.05,0.0
req002565,u3693,s01,2025-08-20 10:42:44,2.33,0.0
req002566,u4233,s03,2025-08-20 10:42:45,0.82,0.96
req002567,u4700,s02,2025-08-20 10:42:46,3.71,0.0
req002568,u9349,s02,2025-08-20 10:42:47,1.18,2.42
req002569,u1332,s04,2025-08-20 10:42:48,4.67,6.62
req002570,u5529,s01,2025-08-20 10:42:49,2.38,3.93
req002571,u8302,s03,2025-08-20 10:42:50,0.87,1.43
req002572,u5022,s03,2025-08-20 10:42:51,1.53,2.99
req002573,u3495,s01,2025-08-20 10:42:52,4.38,5.04
req002574,u9040,s03,2025-08-20 10:42:53,1.94,0.0
req002575,u4005,s01,2025-08-20 10:42:54,4.35,5.88
req002576,u3111,s02,2025-08-20 10:42:55,1.28,3.0
req002577,u5467,s02,2025-08-20 10:42:56,2.61,3.35
req002578,u4114,s02,2025-08-20 10:42:57,4.45,0.0
req002579,u9018,s03,2025-08-20 10:42:58,0.72,0.0
req002580,u6171,s01,2025-08-20 10:42:59,1.87,1.97
req002581,u9853,s03,2025-08-20 10:43:00,4.59,0.0
req002582,u2603,s01,2025-08-20 10:43:01,3.18,3.86
req002583,u2681,s01,2025-08-20 10:43:02,3.72,4.21
req002584,u7979,s01,2025-08-20 10:43:03,4.29,5.57
req002585,u3195,s01,2025-08-20 10:43:04,2.86,3.51
req002586,u6635,s01,2025-08-20 10:43:05,4.3,4.47
