request_id,click_timestamp
req005094,2025-08-20 11:25:45
req001212,2025-08-20 10:20:55
req002178,2025-08-20 10:36:53
req009381,2025-08-20 12:36:41
req004664,2025-08-20 11:18:21
req007494,2025-08-20 12:05:14
req001982,2025-08-20 10:33:20
req002278,2025-08-20 10:38:21
req007308,2025-08-20 12:02:30
req000230,2025-08-20 10:04:04
req003862,2025-08-20 11:04:44
req009668,2025-08-20 12:41:43
req009290,2025-08-20 12:35:17
req004263,2025-08-20 11:11:12
req002727,2025-08-20 10:45:48
req007577,2025-08-20 12:07:01
req004833,2025-08-20 11:21:24
req004958,2025-08-20 11:22:54
req001515,2025-08-20 10:26:13
req005705,2025-08-20 11:35:34
req004914,2025-08-20 11:22:05
req003578,2025-08-20 11:00:07
req006138,2025-08-20 11:43:10
req006648,2025-08-20 11:51:05
req006179,2025-08-20 11:43:56
req002062,2025-08-20 10:35:06
req003735,2025-08-20 11:02:24
req008838,2025-08-20 12:27:37
req008477,2025-08-20 12:21:55
req001784,2025-08-20 10:30:21
req002218,2025-08-20 10:37:41
req006066,2025-08-20 11:41:36
req007688,2025-08-20 12:08:47
req004489,2025-08-20 11:15:04
req005616,2025-08-20 11:33:40
req005771,2025-08-20 11:36:43
req005511,2025-08-20 11:32:11
req000524,2025-08-20 10:09:05
req007110,2025-08-20 11:59:22
req007225,2025-08-20 12:00:44
req009473,2025-08-20 12:38:31
req000435,2025-08-20 10:07:27
req004836,2025-08-20 11:21:23
req004690,2025-08-20 11:18:52
req005018,2025-08-20 11:24:19
req006981,2025-08-20 11:57:07
req003295,2025-08-20 10:55:04
req004838,2025-08-20 11:21:07
req003277,2025-08-20 10:54:57
req003145,2025-08-20 10:52:52
req007553,2025-08-20 12:06:06
req003490,2025-08-20 10:58:45
req004419,2025-08-20 11:13:45
req002995,2025-08-20 10:50:17
req001167,2025-08-20 10:20:05
req000090,2025-08-20 10:02:00
req004235,2025-08-20 11:11:03
req009079,2025-08-20 12:31:43
req004785,2025-08-20 11:19:50
req001742,2025-08-20 10:29:25
req007819,2025-08-20 12:10:45
req002666,2025-08-20 10:45:02
req005994,2025-08-20 11:40:47
req003659,2025-08-20 11:01:10
req003131,2025-08-20 10:53:05
req007213,2025-08-20 12:00:53
req000692,2025-08-20 10:12:17
req002909,2025-08-20 10:49:02
req004651,2025-08-20 11:18:05
req002221,2025-08-20 10:37:45
req000453,2025-08-20 10:07:54
req000346,2025-08-20 10:06:20
req007725,2025-08-20 12:09:14
req003756,2025-08-20 11:03:03
req008958,2025-08-20 12:30:12
req004404,2025-08-20 11:13:32
req005400,2025-08-20 11:30:56
req000320,2025-08-20 10:05:34
req008902,2025-08-20 12:29:17
req002771,2025-08-20 10:46:38
req006069,2025-08-20 11:41:13
req002041,2025-08-20 10:34:16
req002512,2025-08-20 10:42:33
req001450,2025-08-20 10:24:36
req000125,2025-08-20 10:03:00
req004788,2025-08-20 11:20:35
req000446,2025-08-20 10:07:54
req004825,2025-08-20 11:20:40
req008366,2025-08-20 12:19:32
req007958,2025-08-20 12:13:05
req002971,2025-08-20 10:50:00
req002061,2025-08-20 10:34:39
req005501,2025-08-20 11:32:15
req006930,2025-08-20 11:56:16
req004571,2025-08-20 11:16:56
req007352,2025-08-20 12:02:56
req001469,2025-08-20 10:24:53
req004209,2025-08-20 11:11:07
req009534,2025-08-20 12:39:18
req003853,2025-08-20 11:05:11
req008049,2025-08-20 12:15:00
req004152,2025-08-20 11:09:40
req004137,2025-08-20 11:09:12
req001809,2025-08-20 10:31:00
req002169,2025-08-20 10:36:49
req002260,2025-08-20 10:38:01
req008261,2025-08-20 12:17:54
req002713,2025-08-20 10:45:22
req002075,2025-08-20 10:35:07
req006050,2025-08-20 11:41:22
req001849,2025-08-20 10:31:21
req006835,2025-08-20 11:54:44
req008181,2025-08-20 12:17:10
req001018,2025-08-20 10:17:10
req002189,2025-08-20 10:37:04
req008441,2025-08-20 12:21:32
req003773,2025-08-20 11:03:09
req000369,2025-08-20 10:06:58
req005456,2025-08-20 11:31:52
req008172,2025-08-20 12:16:26
req008860,2025-08-20 12:28:17
req006413,2025-08-20 11:47:50
req001128,2025-08-20 10:19:43
req003904,2025-08-20 11:05:59
req009040,2025-08-20 12:31:12
req008416,2025-08-20 12:21:10
req001207,2025-08-20 10:20:22
req000026,2025-08-20 10:01:18
req009491,2025-08-20 12:38:45
req001373,2025-08-20 10:23:37
req001599,2025-08-20 10:27:04
req009993,2025-08-20 12:47:02
req000018,2025-08-20 10:01:04
req003220,2025-08-20 10:53:55
req007490,2025-08-20 12:05:28
req000466,2025-08-20 10:08:38
req004981,2025-08-20 11:23:42
req003746,2025-08-20 11:02:33
req009571,2025-08-20 12:40:19
req007437,2025-08-20 12:04:49
req003979,2025-08-20 11:06:32
req003608,2025-08-20 11:01:03
req008368,2025-08-20 12:19:49
req006247,2025-08-20 11:44:56
req009182,2025-08-20 12:33:53
req000475,2025-08-20 10:08:17
req004315,2025-08-20 11:12:13
req002072,2025-08-20 10:34:58
req002835,2025-08-20 10:47:41
req006741,2025-08-20 11:52:45
req003930,2025-08-20 11:05:59
req004438,2025-08-20 11:14:46
req006301,2025-08-20 11:45:38
req007539,2025-08-20 12:06:23
req000883,2025-08-20 10:14:59
req007754,2025-08-20 12:09:42
req009825,2025-08-20 12:44:42
req009893,2025-08-20 12:45:40
req009356,2025-08-20 12:36:32
req006761,2025-08-20 11:53:12
req009803,2025-08-20 12:43:39
req007121,2025-08-20 11:59:38
req003265,2025-08-20 10:54:55
req005720,2025-08-20 11:35:31
req009850,2025-08-20 12:44:49
req001782,2025-08-20 10:30:39
req004410,2025-08-20 11:14:16
req008137,2025-08-20 12:15:46
req008787,2025-08-20 12:26:43
req003629,2025-08-20 11:00:52
req007673,2025-08-20 12:08:51
req009630,2025-08-20 12:40:38
req009800,2025-08-20 12:44:08
req004781,2025-08-20 11:20:11
req006101,2025-08-20 11:42:33
req007180,2025-08-20 12:00:34
req007858,2025-08-20 12:11:20
req000273,2025-08-20 10:04:37
req005417,2025-08-20 11:30:24
req005161,2025-08-20 11:26:06
req004144,2025-08-20 11:09:51
req003694,2025-08-20 11:02:03
req004751,2025-08-20 11:19:47
req009000,2025-08-20 12:30:47
req008738,2025-08-20 12:26:26
req000618,2025-08-20 10:10:59
req004502,2025-08-20 11:15:12
req003154,2025-08-20 10:53:06
req003486,2025-08-20 10:59:01
req002023,2025-08-20 10:33:51
req008348,2025-08-20 12:19:20
req006939,2025-08-20 11:55:55
req004894,2025-08-20 11:22:23
req006045,2025-08-20 11:41:28
req008146,2025-08-20 12:16:37
req004565,2025-08-20 11:16:54
req006647,2025-08-20 11:51:19
req000114,2025-08-20 10:02:15
req005995,2025-08-20 11:40:28
req004529,2025-08-20 11:15:42
req008143,2025-08-20 12:16:05
req000606,2025-08-20 10:10:57
req008326,2025-08-20 12:18:58
req008162,2025-08-20 12:16:26
req006302,2025-08-20 11:45:06
req000861,2025-08-20 10:15:05
req007554,2025-08-20 12:06:23
req004956,2025-08-20 11:22:53
req003315,2025-08-20 10:55:57
req008566,2025-08-20 12:23:18
req006636,2025-08-20 11:51:34
req006682,2025-08-20 11:52:08
req003909,2025-08-20 11:06:04
req007888,2025-08-20 12:11:38
req004277,2025-08-20 11:11:44
req009829,2025-08-20 12:44:19
req007798,2025-08-20 12:10:43
req003802,2025-08-20 11:04:16
req004665,2025-08-20 11:17:50
req004050,2025-08-20 11:07:35
req002147,2025-08-20 10:36:45
req001298,2025-08-20 10:21:57
